"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","01 Feb 2021","1","74.33","74.98","0.01","-1.45","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","2","72.85","73.73","0.00","-1.67","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","3","78.16","78.68","0.00","-1.31","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","4","78.15","78.60","0.00","-1.24","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","5","78.21","78.68","0.00","-1.27","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","6","77.74","77.77","0.00","-0.83","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","7","74.62","74.78","0.00","-0.96","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","8","74.52","74.70","0.00","-0.98","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","9","74.58","74.71","0.00","-0.93","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","10","75.93","76.12","0.00","-0.99","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","11","78.42","78.68","0.00","-1.05","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","12","81.04","81.16","0.02","-0.94","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","13","79.30","79.57","0.02","-1.09","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","14","86.79","86.96","0.03","-1.00","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","15","78.27","78.78","0.03","-1.33","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","16","84.97","85.03","0.26","-1.11","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","17","88.51","88.46","0.37","-1.11","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","18","95.29","94.76","0.51","-0.77","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","19","97.34","96.90","0.49","-0.84","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","20","92.34","92.27","0.33","-1.06","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","21","96.01","96.04","0.38","-1.21","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","22","95.87","96.05","0.28","-1.26","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","23","98.17","98.08","0.33","-1.04","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","24","88.47","88.53","0.21","-1.06","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","25","85.64","85.65","0.18","-0.99","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","26","87.41","87.56","0.20","-1.15","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","27","95.76","95.93","0.36","-1.33","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","28","98.21","98.13","0.41","-1.13","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","29","98.24","98.13","0.39","-1.08","0.00","0.19","0.3357","0.0000","0.2699"
"WEP","01 Feb 2021","30","95.74","96.05","0.34","-1.45","0.00","0.19","0.3357","0.0000","0.2699"
