,RegATest,,,,,,
0:26:02,-0.21158,,,,,,
0:26:04,-0.21026,,,,,,
0:26:06,-0.20741,,,,,,
0:26:08,-0.20263,,,,,,
0:26:10,-0.20122,,,,,,
0:26:12,-0.19985,,,,,,
0:26:14,-0.19925,,,,,,
0:26:16,-0.19922,,,,,,
0:26:18,-0.19983,,,,,,
0:26:20,-0.20077,,,,,,
0:26:22,-0.20193,,,,,,
0:26:24,-0.20333,,,,,,
0:26:26,-0.20498,,,,,,
0:26:28,-0.20692,,,,,,
0:26:30,-0.20920,,,,,,
0:26:32,-0.21181,,,,,,
0:26:34,-0.21483,,,,,,
0:26:36,-0.21828,,,,,,
0:26:38,-0.22202,,,,,,
0:26:40,-0.22583,,,,,,
0:26:42,-0.22977,,,,,,
0:26:44,-0.23389,,,,,,
0:26:46,-0.23823,,,,,,
0:26:48,-0.24200,,,,,,
0:26:50,-0.24503,,,,,,
0:26:52,-0.24782,,,,,,
0:26:54,-0.25020,,,,,,
0:26:56,-0.25223,,,,,,
0:26:58,-0.25398,,,,,,
0:27:00,-0.25561,,,,,,
0:27:02,-0.25715,,,,,,
0:27:04,-0.25878,,,,,,
0:27:06,-0.26055,,,,,,
0:27:08,-0.26253,,,,,,
0:27:10,-0.26478,,,,,,
0:27:12,-0.26734,,,,,,
0:27:14,-0.27023,,,,,,
0:27:16,-0.27105,,,,,,
0:27:18,-0.27619,,,,,,
0:27:20,-0.28104,,,,,,
0:27:22,-0.28509,,,,,,
0:27:24,-0.28933,,,,,,
0:27:26,-0.29370,,,,,,
0:27:28,-0.29884,,,,,,
0:27:30,-0.30444,,,,,,
0:27:32,-0.31035,,,,,,
0:27:34,-0.31654,,,,,,
0:27:36,-0.32290,,,,,,
0:27:38,-0.32934,,,,,,
0:27:40,-0.33567,,,,,,
0:27:42,-0.34192,,,,,,
0:27:44,-0.34792,,,,,,
0:27:46,-0.34950,,,,,,
0:27:48,-0.35748,,,,,,
0:27:50,-0.36401,,,,,,
0:27:52,-0.36866,,,,,,
0:27:54,-0.37310,,,,,,
0:27:56,-0.37726,,,,,,
0:27:58,-0.38091,,,,,,
0:28:00,-0.38404,,,,,,
0:28:02,-0.38654,,,,,,
0:28:04,-0.38863,,,,,,
0:28:06,-0.39061,,,,,,
0:28:08,-0.39244,,,,,,
0:28:10,-0.39412,,,,,,
0:28:12,-0.39580,,,,,,
0:28:14,-0.39743,,,,,,
0:28:16,-0.39787,,,,,,
0:28:18,-0.40000,,,,,,
0:28:20,-0.40192,,,,,,
0:28:22,-0.40350,,,,,,
0:28:24,-0.40523,,,,,,
0:28:26,-0.40724,,,,,,
0:28:28,-0.41051,,,,,,
0:28:30,-0.41475,,,,,,
0:28:32,-0.41989,,,,,,
0:28:34,-0.42590,,,,,,
0:28:36,-0.43269,,,,,,
0:28:38,-0.44033,,,,,,
0:28:40,-0.44863,,,,,,
0:28:42,-0.45751,,,,,,
0:28:44,-0.46687,,,,,,
0:28:46,-0.47664,,,,,,
0:28:48,-0.48657,,,,,,
0:28:50,-0.49656,,,,,,
0:28:52,-0.50655,,,,,,
0:28:54,-0.50933,,,,,,
0:28:56,-0.52380,,,,,,
0:28:58,-0.53624,,,,,,
0:29:00,-0.54560,,,,,,
0:29:02,-0.55470,,,,,,
0:29:04,-0.55716,,,,,,
0:29:06,-0.57029,,,,,,
0:29:08,-0.58195,,,,,,
0:29:10,-0.59104,,,,,,
0:29:12,-0.59996,,,,,,
0:29:14,-0.60869,,,,,,
0:29:16,-0.61110,,,,,,
0:29:18,-0.62388,,,,,,
0:29:20,-0.63524,,,,,,
0:29:22,-0.64403,,,,,,
0:29:24,-0.65271,,,,,,
0:29:26,-0.66134,,,,,,
0:29:28,-0.66974,,,,,,
0:29:30,-0.67796,,,,,,
0:29:32,-0.68607,,,,,,
0:29:34,-0.69401,,,,,,
0:29:36,-0.70185,,,,,,
0:29:38,-0.70947,,,,,,
0:29:40,-0.71660,,,,,,
0:29:42,-0.72317,,,,,,
0:29:44,-0.72929,,,,,,
0:29:46,-0.73097,,,,,,
0:29:48,-0.73882,,,,,,
0:29:50,-0.74573,,,,,,
0:29:52,-0.74723,,,,,,
0:29:54,-0.75524,,,,,,
0:29:56,-0.76256,,,,,,
0:29:58,-0.76822,,,,,,
0:30:00,-0.77387,,,,,,
0:30:02,-0.77946,,,,,,
0:30:04,-0.78483,,,,,,
0:30:06,-0.78987,,,,,,
0:30:08,-0.79439,,,,,,
0:30:10,-0.79836,,,,,,
0:30:12,-0.80180,,,,,,
0:30:14,-0.80471,,,,,,
0:30:16,-0.80548,,,,,,
0:30:18,-0.80785,,,,,,
0:30:20,-0.80932,,,,,,
0:30:22,-0.80953,,,,,,
0:30:24,-0.80983,,,,,,
0:30:26,-0.80974,,,,,,
0:30:28,-0.80918,,,,,,
0:30:30,-0.80830,,,,,,
0:30:32,-0.80712,,,,,,
0:30:34,-0.80547,,,,,,
0:30:36,-0.80316,,,,,,
0:30:38,-0.80048,,,,,,
0:30:40,-0.79742,,,,,,
0:30:42,-0.79392,,,,,,
0:30:44,-0.79001,,,,,,
0:30:46,-0.78565,,,,,,
0:30:48,-0.78094,,,,,,
0:30:50,-0.77586,,,,,,
0:30:52,-0.77053,,,,,,
0:30:54,-0.76495,,,,,,
0:30:56,-0.75906,,,,,,
0:30:58,-0.75288,,,,,,
0:31:00,-0.74646,,,,,,
0:31:02,-0.73989,,,,,,
0:31:04,-0.73339,,,,,,
0:31:06,-0.72722,,,,,,
0:31:08,-0.72136,,,,,,
0:31:10,-0.71560,,,,,,
0:31:12,-0.70990,,,,,,
0:31:14,-0.70423,,,,,,
0:31:16,-0.70262,,,,,,
0:31:18,-0.69487,,,,,,
0:31:20,-0.68796,,,,,,
0:31:22,-0.68248,,,,,,
0:31:24,-0.67693,,,,,,
0:31:26,-0.67125,,,,,,
0:31:28,-0.66551,,,,,,
0:31:30,-0.65975,,,,,,
0:31:32,-0.65403,,,,,,
0:31:34,-0.64824,,,,,,
0:31:36,-0.64235,,,,,,
0:31:38,-0.63638,,,,,,
0:31:40,-0.63053,,,,,,
0:31:42,-0.62492,,,,,,
0:31:44,-0.61945,,,,,,
0:31:46,-0.61789,,,,,,
0:31:48,-0.60997,,,,,,
0:31:50,-0.60276,,,,,,
0:31:52,-0.59702,,,,,,
0:31:54,-0.59115,,,,,,
0:31:56,-0.58511,,,,,,
0:31:58,-0.58336,,,,,,
0:32:00,-0.57405,,,,,,
0:32:02,-0.56536,,,,,,
0:32:04,-0.55862,,,,,,
0:32:06,-0.55194,,,,,,
0:32:08,-0.54532,,,,,,
0:32:10,-0.53878,,,,,,
0:32:12,-0.53230,,,,,,
0:32:14,-0.52591,,,,,,
0:32:16,-0.52408,,,,,,
0:32:18,-0.51535,,,,,,
0:32:20,-0.50777,,,,,,
0:32:22,-0.50611,,,,,,
0:32:24,-0.50211,,,,,,
0:32:26,-0.49657,,,,,,
0:32:28,-0.48722,,,,,,
0:32:30,-0.48039,,,,,,
0:32:32,-0.47546,,,,,,
0:32:34,-0.47091,,,,,,
0:32:36,-0.46676,,,,,,
0:32:38,-0.46306,,,,,,
0:32:40,-0.45979,,,,,,
0:32:42,-0.45690,,,,,,
0:32:44,-0.45439,,,,,,
0:32:46,-0.45227,,,,,,
0:32:48,-0.45052,,,,,,
0:32:50,-0.44945,,,,,,
0:32:52,-0.44904,,,,,,
0:32:54,-0.44915,,,,,,
0:32:56,-0.44980,,,,,,
0:32:58,-0.45113,,,,,,
0:33:00,-0.45366,,,,,,
0:33:02,-0.45713,,,,,,
0:33:04,-0.46117,,,,,,
0:33:06,-0.46577,,,,,,
0:33:08,-0.47073,,,,,,
0:33:10,-0.47596,,,,,,
0:33:12,-0.48126,,,,,,
0:33:14,-0.48641,,,,,,
0:33:16,-0.49155,,,,,,
0:33:18,-0.49666,,,,,,
0:33:20,-0.50155,,,,,,
0:33:22,-0.50595,,,,,,
0:33:24,-0.50976,,,,,,
0:33:26,-0.51284,,,,,,
0:33:28,-0.51545,,,,,,
0:33:30,-0.51759,,,,,,
0:33:32,-0.51896,,,,,,
0:33:34,-0.51963,,,,,,
0:33:36,-0.51982,,,,,,
0:33:38,-0.51970,,,,,,
0:33:40,-0.51964,,,,,,
0:33:42,-0.51882,,,,,,
0:33:44,-0.51789,,,,,,
0:33:46,-0.51673,,,,,,
0:33:48,-0.51515,,,,,,
0:33:50,-0.51319,,,,,,
0:33:52,-0.51086,,,,,,
0:33:54,-0.50828,,,,,,
0:33:56,-0.50550,,,,,,
0:33:58,-0.50255,,,,,,
0:34:00,-0.49939,,,,,,
0:34:02,-0.49598,,,,,,
0:34:04,-0.49223,,,,,,
0:34:06,-0.48821,,,,,,
0:34:08,-0.48387,,,,,,
0:34:10,-0.47923,,,,,,
0:34:12,-0.40616,,,,,,
0:34:14,-0.37973,,,,,,
0:34:16,-0.37854,,,,,,
0:34:18,-0.37193,,,,,,
0:34:20,-0.36925,,,,,,
0:34:22,-0.36156,,,,,,
0:34:24,-0.35438,,,,,,
0:34:26,-0.34844,,,,,,
0:34:28,-0.34235,,,,,,
0:34:30,-0.34061,,,,,,
0:34:32,-0.33156,,,,,,
0:34:34,-0.32799,,,,,,
0:34:36,-0.31858,,,,,,
0:34:38,-0.31005,,,,,,
0:34:40,-0.30338,,,,,,
0:34:42,-0.29722,,,,,,
0:34:44,-0.29103,,,,,,
0:34:46,-0.33258,,,,,,
0:34:48,-0.34855,,,,,,
0:34:50,-0.34106,,,,,,
0:34:52,-0.33352,,,,,,
0:34:54,-0.32594,,,,,,
0:34:56,-0.31825,,,,,,
0:34:58,-0.31058,,,,,,
0:35:00,-0.28150,,,,,,
0:35:02,-0.26771,,,,,,
0:35:04,-0.26112,,,,,,
0:35:06,-0.25431,,,,,,
0:35:08,-0.24787,,,,,,
0:35:10,-0.24123,,,,,,
0:35:12,-0.23453,,,,,,
0:35:14,-0.22758,,,,,,
0:35:16,-0.22041,,,,,,
0:35:18,-0.21304,,,,,,
0:35:20,-0.20540,,,,,,
0:35:22,-0.19763,,,,,,
0:35:24,-0.18958,,,,,,
0:35:26,-0.18119,,,,,,
0:35:28,-0.17292,,,,,,
0:35:30,-0.16494,,,,,,
0:35:32,-0.15703,,,,,,
0:35:34,-0.14907,,,,,,
0:35:36,-0.14119,,,,,,
0:35:38,-0.13325,,,,,,
0:35:40,-0.12542,,,,,,
0:35:42,-0.11774,,,,,,
0:35:44,-0.10974,,,,,,
0:35:46,-0.10153,,,,,,
0:35:48,-0.09330,,,,,,
0:35:50,-0.08506,,,,,,
0:35:52,-0.07679,,,,,,
0:35:54,-0.06827,,,,,,
0:35:56,-0.05952,,,,,,
0:35:58,-0.05070,,,,,,
0:36:00,-0.04212,,,,,,
0:36:02,-0.03337,,,,,,
0:36:04,-0.02439,,,,,,
0:36:06,-0.01529,,,,,,
0:36:08,-0.00619,,,,,,
0:36:10,0.00293,,,,,,
0:36:12,0.01213,,,,,,
0:36:14,0.02142,,,,,,
0:36:16,0.03090,,,,,,
0:36:18,0.04062,,,,,,
0:36:20,0.05047,,,,,,
0:36:22,0.06067,,,,,,
0:36:24,0.07118,,,,,,
0:36:26,0.08184,,,,,,
0:36:28,0.09291,,,,,,
0:36:30,0.10433,,,,,,
0:36:32,0.11473,,,,,,
0:36:34,0.12587,,,,,,
0:36:36,0.13721,,,,,,
0:36:38,0.14848,,,,,,
0:36:40,0.15968,,,,,,
0:36:42,0.17079,,,,,,
0:36:44,0.18196,,,,,,
0:36:46,0.19336,,,,,,
0:36:48,0.20358,,,,,,
0:36:50,0.21347,,,,,,
0:36:52,0.22351,,,,,,
0:36:54,0.23375,,,,,,
0:36:56,0.24411,,,,,,
0:36:58,0.25479,,,,,,
0:37:00,0.26570,,,,,,
0:37:02,0.27682,,,,,,
0:37:04,0.27998,,,,,,
0:37:06,0.32319,,,,,,
0:37:08,0.36289,,,,,,
0:37:10,0.38046,,,,,,
0:37:12,0.39431,,,,,,
0:37:14,0.40860,,,,,,
0:37:16,0.42312,,,,,,
0:37:18,0.43796,,,,,,
0:37:20,0.45300,,,,,,
0:37:22,0.46811,,,,,,
0:37:24,0.48357,,,,,,
0:37:26,0.49916,,,,,,
0:37:28,0.51454,,,,,,
0:37:30,0.52974,,,,,,
0:37:32,0.54473,,,,,,
0:37:34,0.55952,,,,,,
0:37:36,0.57415,,,,,,
0:37:38,0.58848,,,,,,
0:37:40,0.60271,,,,,,
0:37:42,0.61673,,,,,,
0:37:44,0.63056,,,,,,
0:37:46,0.64427,,,,,,
0:37:48,0.65776,,,,,,
0:37:50,0.67103,,,,,,
0:37:52,0.68422,,,,,,
0:37:54,0.69720,,,,,,
0:37:56,0.70994,,,,,,
0:37:58,0.72259,,,,,,
0:38:00,0.73505,,,,,,
0:38:02,0.74736,,,,,,
0:38:04,0.75946,,,,,,
0:38:06,0.77141,,,,,,
0:38:08,0.78329,,,,,,
0:38:10,0.79496,,,,,,
0:38:12,0.80642,,,,,,
0:38:14,0.81781,,,,,,
0:38:16,0.82901,,,,,,
0:38:18,0.84006,,,,,,
0:38:20,0.85091,,,,,,
0:38:22,0.86170,,,,,,
0:38:24,0.87233,,,,,,
0:38:26,0.88280,,,,,,
0:38:28,0.89313,,,,,,
0:38:30,0.90341,,,,,,
0:38:32,0.91347,,,,,,
0:38:34,0.92337,,,,,,
0:38:36,0.93323,,,,,,
0:38:38,0.94293,,,,,,
0:38:40,0.95251,,,,,,
0:38:42,0.96192,,,,,,
0:38:44,0.97119,,,,,,
0:38:46,0.98035,,,,,,
0:38:48,0.98941,,,,,,
0:38:50,0.99771,,,,,,
0:38:52,1.00000,,,,,,
0:38:54,1.00000,,,,,,
0:38:56,1.00000,,,,,,
0:38:58,1.00000,,,,,,
0:39:00,1.00000,,,,,,
0:39:02,1.00000,,,,,,
0:39:04,1.00000,,,,,,
0:39:06,1.00000,,,,,,
0:39:08,1.00000,,,,,,
0:39:10,1.00000,,,,,,
0:39:12,1.00000,,,,,,
0:39:14,1.00000,,,,,,
0:39:16,1.00000,,,,,,
0:39:18,1.00000,,,,,,
0:39:20,1.00000,,,,,,
0:39:22,1.00000,,,,,,
0:39:24,1.00000,,,,,,
0:39:26,1.00000,,,,,,
0:39:28,1.00000,,,,,,
0:39:30,1.00000,,,,,,
0:39:32,1.00000,,,,,,
0:39:34,1.00000,,,,,,
0:39:36,1.00000,,,,,,
0:39:38,1.00000,,,,,,
0:39:40,1.00000,,,,,,
0:39:42,1.00000,,,,,,
0:39:44,1.00000,,,,,,
0:39:46,1.00000,,,,,,
0:39:48,1.00000,,,,,,
0:39:50,1.00000,,,,,,
0:39:52,1.00000,,,,,,
0:39:54,1.00000,,,,,,
0:39:56,1.00000,,,,,,
0:39:58,1.00000,,,,,,
0:40:00,1.00000,,,,,,
