building_name,zone_name,zone_type,zone_height,zone_area,zone_comment
tanjongpagar_building_1,zone_1,tanjongpagar_office,3.5,46333.0,
tanjongpagar_building_2,zone_1,tanjongpagar_office,3.5,46333.0,
tanjongpagar_building_3,zone_1,tanjongpagar_office,3.5,67446.6,
tanjongpagar_building_4,zone_1,tanjongpagar_office,3.5,47598.4,
tanjongpagar_building_5,zone_1,tanjongpagar_office,3.5,67446.6,
tanjongpagar_building_6,zone_1,tanjongpagar_office,3.5,30971.8,
tanjongpagar_building_7,zone_1,tanjongpagar_office,3.5,111331.2,
tanjongpagar_building_8,zone_1,tanjongpagar_office,3.5,51819.7,
tanjongpagar_building_9,zone_1,tanjongpagar_office,3.5,34546.4,
tanjongpagar_building_10,zone_1,tanjongpagar_office,3.5,51819.7,
tanjongpagar_building_11,zone_1,tanjongpagar_office,3.5,34546.5,
tanjongpagar_building_12,zone_1,tanjongpagar_office,3.5,25909.8,
tanjongpagar_building_13,zone_1,tanjongpagar_office,3.5,34546.5,
tanjongpagar_building_14,zone_1,tanjongpagar_office,3.5,32532.3,
tanjongpagar_building_15,zone_1,tanjongpagar_office,3.5,32609.5,
tanjongpagar_building_16,zone_1,tanjongpagar_office,3.5,36407.7,
tanjongpagar_building_17,zone_1,tanjongpagar_office,3.5,35637.0,
tanjongpagar_building_18,zone_1,tanjongpagar_office,3.5,43662.8,
tanjongpagar_building_19,zone_1,tanjongpagar_office,3.5,33371.1,
tanjongpagar_building_20,zone_1,tanjongpagar_office,3.5,40115.0,
tanjongpagar_building_21,zone_1,tanjongpagar_office,3.5,93430.9,
tanjongpagar_building_22,zone_1,tanjongpagar_office,3.5,107844.9,
