initial_state_type,initial_zone_temperature,initial_surface_temperature,initial_co2_concentration,initial_absolute_humidity,initial_sensible_thermal_storage_state_of_charge,initial_battery_storage_state_of_charge
tanjongpagar_initial_state,25.0,25.0,100.0,0.013,0.0,0.0
