linearization_type,linearization_zone_air_temperature_heat,linearization_zone_air_temperature_cool,linearization_surface_temperature,linearization_exterior_surface_temperature,linearization_ambient_air_temperature,linearization_sky_temperature,linearization_ambient_air_absolute_humidity,linearization_zone_air_absolute_humidity,linearization_zone_air_co2_concentration,linearization_zone_fresh_air_flow
linearization_1,20.0,25.0,20.0,5.0,5.0,0.0,0.005,0.005,500.0,0.005
