linearization_type,linearization_zone_air_temperature,linearization_zone_air_temperature_heat,linearization_zone_air_temperature_cool,linearization_surface_temperature,linearization_exterior_surface_temperature,linearization_ambient_air_temperature,linearization_sky_temperature,linearization_zone_air_absolute_humidity,linearization_ambient_air_absolute_humidity,linearization_zone_air_co2_concentration,linearization_zone_fresh_air_flow
primo_survey_linearization,20,15,25,25,35,30,17,0.0135,0.0216,500,5
