thermal_grid_name,node_name,latitude,longitude
paper_2021_troitzsch_admm_dlmp,0,1.26754506921003,103.8439740562782
paper_2021_troitzsch_admm_dlmp,1,1.269199814892308,103.84662057014242
paper_2021_troitzsch_admm_dlmp,2,1.2685272552822582,103.84588014428452
paper_2021_troitzsch_admm_dlmp,3,1.2702112200395956,103.84474971673401
paper_2021_troitzsch_admm_dlmp,4,1.2706490606771004,103.84739126304514
paper_2021_troitzsch_admm_dlmp,5,1.269469122353038,103.84413269115335
paper_2021_troitzsch_admm_dlmp,6,1.267835119919641,103.84728409078998
paper_2021_troitzsch_admm_dlmp,7,1.2678961589943656,103.84644602693648
paper_2021_troitzsch_admm_dlmp,8,1.2689582582737569,103.84385033444599
paper_2021_troitzsch_admm_dlmp,9,1.2684959437763577,103.8443992144839
paper_2021_troitzsch_admm_dlmp,10,1.2694637039384016,103.84288622832922
paper_2021_troitzsch_admm_dlmp,11,1.268188418479965,103.84321024330853
paper_2021_troitzsch_admm_dlmp,12,1.2677261040970553,103.84375912318335
paper_2021_troitzsch_admm_dlmp,13,1.268650732654903,103.84266136316309
paper_2021_troitzsch_admm_dlmp,14,1.2694208255614283,103.84409253424066
paper_2021_troitzsch_admm_dlmp,15,1.268541016967509,103.84507050177854
paper_2021_troitzsch_admm_dlmp,16,1.270273134792729,103.84480119646814
paper_2021_troitzsch_admm_dlmp,17,1.2692830103603825,103.84588736761553
paper_2021_troitzsch_admm_dlmp,18,1.2691231960353428,103.8473610148541
paper_2021_troitzsch_admm_dlmp,19,1.271039496336882,103.84583431567921
paper_2021_troitzsch_admm_dlmp,20,1.2699473691307515,103.84661876521929
paper_2021_troitzsch_admm_dlmp,21,1.2711689225076577,103.84554600959213
paper_2021_troitzsch_admm_dlmp,22,1.2705252452105573,103.8487490322382
paper_2021_troitzsch_admm_dlmp,26,1.2702852718412827,103.84699076497448
paper_2021_troitzsch_admm_dlmp,27,1.269028801684066,103.84376658217133
paper_2021_troitzsch_admm_dlmp,28,1.2706517067673588,103.84511596497671
paper_2021_troitzsch_admm_dlmp,29,1.2698402545973457,103.8444412732695
paper_2021_troitzsch_admm_dlmp,30,1.268224254386136,103.8447217756852
paper_2021_troitzsch_admm_dlmp,31,1.268786916541459,103.84699080200942
paper_2021_troitzsch_admm_dlmp,32,1.2681143571701894,103.84625037609997
paper_2021_troitzsch_admm_dlmp,35,1.2696127122503216,103.84625033889122
paper_2021_troitzsch_admm_dlmp,36,1.2689401528022606,103.84550991272552
paper_2021_troitzsch_admm_dlmp,38,1.2674429783195802,103.84685237889812
paper_2021_troitzsch_admm_dlmp,42,1.271090398834369,103.84787713589711
paper_2021_troitzsch_admm_dlmp,45,1.268874186602524,103.84239606841825
