"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","07 Jan 2021","25","1.33"
"MFP","07 Jan 2021","26","1.28"
"MFP","07 Jan 2021","27","1.33"
"MFP","07 Jan 2021","28","5.10"
"MFP","07 Jan 2021","29","4.29"
"MFP","07 Jan 2021","30","1.28"
"MFP","07 Jan 2021","31","1.28"
"MFP","07 Jan 2021","32","1.33"
"MFP","07 Jan 2021","33","1.88"
"MFP","07 Jan 2021","34","2.50"
"MFP","07 Jan 2021","35","5.95"
"MFP","07 Jan 2021","36","5.10"
"MFP","07 Jan 2021","37","5.24"
"MFP","07 Jan 2021","38","5.95"
"MFP","07 Jan 2021","39","5.95"
"MFP","07 Jan 2021","40","5.29"
"MFP","07 Jan 2021","41","4.59"
"MFP","07 Jan 2021","42","1.52"
"MFP","07 Jan 2021","43","1.88"
"MFP","07 Jan 2021","44","1.33"
"MFP","07 Jan 2021","45","0.10"
"MFP","07 Jan 2021","46","0.01"
"MFP","07 Jan 2021","47","0.01"
"MFP","07 Jan 2021","48","0.01"
"MFP","08 Jan 2021","1","0.01"
"MFP","08 Jan 2021","2","0.01"
"MFP","08 Jan 2021","3","0.01"
"MFP","08 Jan 2021","4","0.01"
"MFP","08 Jan 2021","5","0.01"
"MFP","08 Jan 2021","6","0.01"
"MFP","08 Jan 2021","7","0.01"
"MFP","08 Jan 2021","8","0.01"
"MFP","08 Jan 2021","9","0.01"
"MFP","08 Jan 2021","10","0.01"
"MFP","08 Jan 2021","11","0.01"
"MFP","08 Jan 2021","12","0.01"
"MFP","08 Jan 2021","13","0.88"
"MFP","08 Jan 2021","14","0.60"
"MFP","08 Jan 2021","15","0.90"
"MFP","08 Jan 2021","16","0.90"
"MFP","08 Jan 2021","17","1.00"
"MFP","08 Jan 2021","18","1.13"
"MFP","08 Jan 2021","19","1.18"
"MFP","08 Jan 2021","20","1.05"
"MFP","08 Jan 2021","21","0.88"
"MFP","08 Jan 2021","22","1.20"
"MFP","08 Jan 2021","23","1.12"
"MFP","08 Jan 2021","24","1.03"
"MFP","08 Jan 2021","25","0.92"
"MFP","08 Jan 2021","26","1.03"
"MFP","08 Jan 2021","27","1.22"
"MFP","08 Jan 2021","28","1.33"
"MFP","08 Jan 2021","29","1.27"
"MFP","08 Jan 2021","30","5.00"
"MFP","08 Jan 2021","31","5.00"
"MFP","08 Jan 2021","32","5.50"
"MFP","08 Jan 2021","33","8.00"
"MFP","08 Jan 2021","34","9.88"
"MFP","08 Jan 2021","35","8.50"
"MFP","08 Jan 2021","36","6.55"
"MFP","08 Jan 2021","37","6.65"
"MFP","08 Jan 2021","38","6.90"
"MFP","08 Jan 2021","39","7.50"
"MFP","08 Jan 2021","40","7.50"
"MFP","08 Jan 2021","41","6.19"
"MFP","08 Jan 2021","42","3.79"
"MFP","08 Jan 2021","43","1.88"
"MFP","08 Jan 2021","44","1.33"
"MFP","08 Jan 2021","45","0.10"
"MFP","08 Jan 2021","46","0.01"
"MFP","08 Jan 2021","47","0.01"
"MFP","08 Jan 2021","48","0.10"
"MFP","09 Jan 2021","1","2.20"
"MFP","09 Jan 2021","2","1.00"
"MFP","09 Jan 2021","3","0.90"
"MFP","09 Jan 2021","4","0.90"
"MFP","09 Jan 2021","5","0.90"
"MFP","09 Jan 2021","6","1.00"
"MFP","09 Jan 2021","7","0.90"
"MFP","09 Jan 2021","8","0.90"
"MFP","09 Jan 2021","9","0.90"
"MFP","09 Jan 2021","10","0.90"
"MFP","09 Jan 2021","11","0.90"
"MFP","09 Jan 2021","12","1.28"
"MFP","09 Jan 2021","13","8.00"
"MFP","09 Jan 2021","14","8.00"
"MFP","09 Jan 2021","15","8.78"
"MFP","09 Jan 2021","16","9.72"
"MFP","09 Jan 2021","17","13.19"
"MFP","09 Jan 2021","18","13.87"
"MFP","09 Jan 2021","19","10.49"
"MFP","09 Jan 2021","20","12.12"
"MFP","09 Jan 2021","21","13.54"
"MFP","09 Jan 2021","22","15.00"
"MFP","09 Jan 2021","23","15.00"
"MFP","09 Jan 2021","24","12.64"
"MFP","09 Jan 2021","25","14.93"
"MFP","09 Jan 2021","26","10.02"
"MFP","09 Jan 2021","27","4.68"
"MFP","09 Jan 2021","28","8.00"
"MFP","09 Jan 2021","29","8.00"
