der_type,der_model_name,definition_type,definition_name,power_per_unit_minimum,power_per_unit_maximum,power_factor_minimum,power_factor_maximum,energy_storage_capacity_per_unit,charging_efficiency,self_discharge_rate,marginal_cost,heat_pump_efficiency,thermal_efficiency,electric_efficiency
flexible_ev_charger,primo_survey_ev_charger,flexible_ev_charger,primo_survey_ev_charger,,,,,,1.0,,,,,
