time,ambient_air_temperature,sky_temperature,irradiation_horizontal,irradiation_east,irradiation_south,irradiation_west,irradiation_north,cea_office_internal_gain_occupancy,cea_office_internal_gain_appliances,cea_office_warm_water_demand,constant
00:00:00,26.438251366120227,16.670344205136598,0.0,0.0,0.0,0.0,0.0,0.03565573770491817,0.3713114754098375,0.0,1.0
00:30:00,26.355616438356158,16.601645290424653,0.0,0.0,0.0,0.0,0.0,0.01780821917808226,0.3712328767123302,0.0,1.0
01:00:00,26.269315068493142,16.52742315227396,0.0,0.0,0.0,0.0,0.0,0.0,0.3712328767123302,0.0,1.0
01:30:00,26.180273972602727,16.39901379164384,0.0,0.0,0.0,0.0,0.0,0.0,0.3712328767123302,0.0,1.0
02:00:00,26.091232876712336,16.2706044310137,0.0,0.0,0.0,0.0,0.0,0.0,0.3712328767123302,0.0,1.0
02:30:00,26.027123287671223,16.246718272794535,0.0,0.0,0.0,0.0,0.0,0.0,0.3712328767123302,0.0,1.0
03:00:00,25.96301369863013,16.222832114575333,0.0,0.0,0.0,0.0,0.0,0.0,0.3712328767123302,0.0,1.0
03:30:00,25.893287671232876,16.172663538616426,0.0,0.0,0.0,0.0,0.0,0.0,0.3712328767123302,0.0,1.0
04:00:00,25.82356164383562,16.122494962657527,0.0,0.0,0.0,0.0,0.0,0.0,0.3712328767123302,0.0,1.0
04:30:00,25.744520547945186,15.99271765284931,0.0,0.0,0.0,0.0,0.0,0.0,0.3712328767123302,0.0,1.0
05:00:00,25.66547945205479,15.862940343041094,0.0,0.0,0.0,0.0,0.0,0.0,0.3712328767123302,0.0,1.0
05:30:00,25.6545205479452,15.953874391,0.0,0.0,0.0,0.0,0.0,0.0,0.3712328767123302,0.0,1.0
06:00:00,25.64356164383562,16.044808438958885,0.0,0.0,0.0,0.0,0.0,0.0,0.3712328767123302,0.0,1.0
06:30:00,25.664246575342467,16.10920658632876,0.0,0.0,0.0,0.0,0.0,0.04280821917808247,0.3712328767123302,0.0,1.0
07:00:00,25.68493150684931,16.17360473369862,0.0,0.0,0.0,0.0,0.0,0.08561643835616493,0.3712328767123302,0.0,1.0
07:30:00,25.85205479452056,16.332485460684925,13.757903457945206,10.60143896967534,7.562551588091781,6.993568077991776,7.18231770256712,0.12123287671232806,0.3712328767123302,0.0,1.0
08:00:00,26.019178082191782,16.49136618767124,27.515806915890412,21.20287793935068,15.125103176183561,13.987136155983553,14.36463540513424,0.15684931506849356,0.3712328767123302,0.0,1.0
08:30:00,26.62054794520549,17.317267144342438,98.86644091726026,119.27896704338762,52.71721844302327,42.06007459563566,52.67244803664932,0.42397260273972587,0.549315068493154,0.0,1.0
09:00:00,27.22191780821919,18.143168101013657,170.21707491863017,217.3550561474247,90.30933370986293,70.13301303528766,90.98026066816432,0.691095890410957,0.7273972602739762,0.0,1.0
09:30:00,27.71520547945206,18.756623829986303,256.1789397078084,281.9128569893698,125.12220698120552,97.07281185245209,125.6612880816986,0.691095890410957,0.7273972602739762,0.0,1.0
10:00:00,28.208493150684934,19.37007955895885,342.14080449698645,346.470657831315,159.93508025254798,124.01261066961636,160.34231549523284,0.691095890410957,0.7273972602739762,0.0,1.0
10:30:00,28.635616438356173,19.842801359643833,413.68466793753424,358.0932439383151,184.03958852652062,145.39816870242464,184.34588674945215,0.691095890410957,0.7273972602739762,0.0,1.0
11:00:00,29.062739726027385,20.315523160328752,485.2285313780823,369.71583004531504,208.14409680049303,166.78372673523273,208.34945800367106,0.691095890410957,0.7273972602739762,0.0,1.0
11:30:00,29.331643835616447,20.689416419808232,542.9423303939722,356.89384747389016,223.60077402599993,179.2972894346028,224.9992189993699,0.691095890410957,0.7273972602739762,0.0,1.0
12:00:00,29.60054794520548,21.063309679287617,600.6561294098627,344.0718649024655,239.05745125150705,191.81085213397256,241.64897999506852,0.691095890410957,0.7273972602739762,0.0,1.0
12:30:00,29.70602739726027,21.19559352376713,625.9708724943843,299.48481644643823,241.55675603068474,190.95072586863,244.59839802054793,0.5308219178082174,0.6917808219178068,0.0,1.0
13:00:00,29.811506849315045,21.327877368246558,651.2856155789045,254.8977679904109,244.05606080986306,190.09059960328776,247.54781604602726,0.3705479452054791,0.6561643835616481,0.0,1.0
13:30:00,29.836986301369848,21.386946128191784,640.2589863163012,221.74337558794542,242.37828561068494,211.48715606342475,243.6667577672603,0.5308219178082174,0.6917808219178068,0.0,1.0
14:00:00,29.862465753424654,21.44601488813698,629.2323570536986,188.5889831854794,240.70051041150685,232.8837125235616,239.7856994884933,0.691095890410957,0.7273972602739762,0.0,1.0
14:30:00,29.79232876712329,21.273880749534236,614.9353025416439,188.72633977780833,238.18801170150675,279.80976994506835,239.464633081644,0.691095890410957,0.7273972602739762,0.0,1.0
15:00:00,29.72219178082193,21.101746610931468,600.6382480295896,188.8636963701369,235.67551299150657,326.73582736657545,239.14356667479458,0.691095890410957,0.7273972602739762,0.0,1.0
15:30:00,29.557808219178074,20.837334003356155,551.0638004764381,179.43901439793146,222.65598674876696,344.71976900817816,226.28814942015052,0.691095890410957,0.7273972602739762,0.0,1.0
16:00:00,29.393424657534254,20.572921395780792,501.4893529232876,170.01433242572597,209.63646050602722,362.7037106497811,213.4327321655066,0.691095890410957,0.7273972602739762,0.0,1.0
16:30:00,29.18273972602739,20.174140736616437,420.87335908986313,148.37063580468487,183.81803226053407,338.5226427837809,186.17785097257544,0.691095890410957,0.7273972602739762,0.0,1.0
