thermal_grid_name,source_node_name,distribution_pump_efficiency,energy_transfer_station_head_loss,enthalpy_difference_distribution_water,water_density,water_kinematic_viscosity,cooling_plant_type
singapore_tanjongpagar,0,0.75,6,37355,998.31,1.3504e-6,singapore_cooling_plant
