"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","11 Feb 2021","12","1.00"
"MFP","11 Feb 2021","13","1.20"
"MFP","11 Feb 2021","14","1.27"
"MFP","11 Feb 2021","15","7.59"
"MFP","11 Feb 2021","16","7.57"
"MFP","11 Feb 2021","17","10.09"
"MFP","11 Feb 2021","18","13.33"
"MFP","11 Feb 2021","19","9.14"
"MFP","11 Feb 2021","20","8.80"
"MFP","11 Feb 2021","21","8.84"
"MFP","11 Feb 2021","22","8.82"
"MFP","11 Feb 2021","23","9.02"
"MFP","11 Feb 2021","24","5.72"
"MFP","11 Feb 2021","25","5.73"
"MFP","11 Feb 2021","26","5.70"
"MFP","11 Feb 2021","27","6.18"
"MFP","11 Feb 2021","28","6.18"
"MFP","11 Feb 2021","29","6.99"
"MFP","11 Feb 2021","30","6.20"
"MFP","11 Feb 2021","31","5.80"
"MFP","11 Feb 2021","32","5.71"
"MFP","11 Feb 2021","33","7.02"
"MFP","11 Feb 2021","34","8.09"
"MFP","11 Feb 2021","35","8.09"
"MFP","11 Feb 2021","36","8.16"
"MFP","11 Feb 2021","37","12.98"
"MFP","11 Feb 2021","38","12.12"
"MFP","11 Feb 2021","39","11.72"
"MFP","11 Feb 2021","40","10.72"
"MFP","11 Feb 2021","41","10.41"
"MFP","11 Feb 2021","42","10.23"
"MFP","11 Feb 2021","43","11.25"
"MFP","11 Feb 2021","44","10.95"
"MFP","11 Feb 2021","45","9.99"
"MFP","11 Feb 2021","46","13.93"
"MFP","11 Feb 2021","47","12.14"
"MFP","11 Feb 2021","48","8.00"
"MFP","12 Feb 2021","1","3.86"
"MFP","12 Feb 2021","2","3.43"
"MFP","12 Feb 2021","3","2.87"
"MFP","12 Feb 2021","4","1.45"
"MFP","12 Feb 2021","5","1.33"
"MFP","12 Feb 2021","6","0.98"
"MFP","12 Feb 2021","7","1.02"
"MFP","12 Feb 2021","8","0.76"
"MFP","12 Feb 2021","9","0.76"
"MFP","12 Feb 2021","10","0.60"
"MFP","12 Feb 2021","11","0.88"
"MFP","12 Feb 2021","12","2.26"
"MFP","12 Feb 2021","13","8.00"
"MFP","12 Feb 2021","14","8.00"
"MFP","12 Feb 2021","15","8.00"
