"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","08 Mar 2021","26","109.94"
"MFP","08 Mar 2021","27","141.39"
"MFP","08 Mar 2021","28","112.91"
"MFP","08 Mar 2021","29","105.39"
"MFP","08 Mar 2021","30","105.33"
"MFP","08 Mar 2021","31","107.39"
"MFP","08 Mar 2021","32","149.88"
"MFP","08 Mar 2021","33","125.98"
"MFP","08 Mar 2021","34","127.99"
"MFP","08 Mar 2021","35","112.32"
"MFP","08 Mar 2021","36","62.99"
"MFP","08 Mar 2021","37","79.07"
"MFP","08 Mar 2021","38","119.99"
"MFP","08 Mar 2021","39","96.04"
"MFP","08 Mar 2021","40","97.13"
"MFP","08 Mar 2021","41","123.99"
"MFP","08 Mar 2021","42","29.88"
"MFP","08 Mar 2021","43","23.50"
"MFP","08 Mar 2021","44","15.88"
"MFP","08 Mar 2021","45","11.65"
"MFP","08 Mar 2021","46","4.00"
"MFP","08 Mar 2021","47","1.30"
"MFP","08 Mar 2021","48","1.10"
"MFP","09 Mar 2021","1","1.00"
"MFP","09 Mar 2021","2","0.60"
"MFP","09 Mar 2021","3","0.50"
"MFP","09 Mar 2021","4","0.50"
"MFP","09 Mar 2021","5","0.50"
"MFP","09 Mar 2021","6","0.50"
"MFP","09 Mar 2021","7","0.50"
"MFP","09 Mar 2021","8","0.50"
"MFP","09 Mar 2021","9","0.50"
"MFP","09 Mar 2021","10","0.50"
"MFP","09 Mar 2021","11","0.50"
"MFP","09 Mar 2021","12","1.00"
"MFP","09 Mar 2021","13","1.33"
"MFP","09 Mar 2021","14","1.28"
"MFP","09 Mar 2021","15","3.00"
"MFP","09 Mar 2021","16","10.99"
"MFP","09 Mar 2021","17","45.10"
"MFP","09 Mar 2021","18","55.28"
"MFP","09 Mar 2021","19","75.41"
"MFP","09 Mar 2021","20","75.13"
"MFP","09 Mar 2021","21","87.99"
"MFP","09 Mar 2021","22","93.40"
"MFP","09 Mar 2021","23","89.98"
"MFP","09 Mar 2021","24","47.23"
"MFP","09 Mar 2021","25","42.50"
"MFP","09 Mar 2021","26","44.04"
"MFP","09 Mar 2021","27","89.98"
"MFP","09 Mar 2021","28","93.39"
"MFP","09 Mar 2021","29","93.39"
"MFP","09 Mar 2021","30","93.39"
"MFP","09 Mar 2021","31","47.99"
"MFP","09 Mar 2021","32","50.00"
"MFP","09 Mar 2021","33","134.70"
"MFP","09 Mar 2021","34","139.97"
"MFP","09 Mar 2021","35","87.99"
"MFP","09 Mar 2021","36","45.50"
"MFP","09 Mar 2021","37","47.51"
"MFP","09 Mar 2021","38","50.00"
"MFP","09 Mar 2021","39","90.48"
"MFP","09 Mar 2021","40","48.89"
"MFP","09 Mar 2021","41","46.45"
"MFP","09 Mar 2021","42","67.74"
"MFP","09 Mar 2021","43","37.88"
"MFP","09 Mar 2021","44","13.20"
"MFP","09 Mar 2021","45","8.23"
"MFP","09 Mar 2021","46","3.00"
"MFP","09 Mar 2021","47","2.00"
"MFP","09 Mar 2021","48","1.28"
"MFP","10 Mar 2021","1","1.00"
"MFP","10 Mar 2021","2","0.60"
"MFP","10 Mar 2021","3","0.50"
"MFP","10 Mar 2021","4","0.50"
"MFP","10 Mar 2021","5","0.50"
"MFP","10 Mar 2021","6","0.50"
"MFP","10 Mar 2021","7","0.50"
"MFP","10 Mar 2021","8","0.50"
"MFP","10 Mar 2021","9","0.50"
"MFP","10 Mar 2021","10","0.50"
"MFP","10 Mar 2021","11","0.60"
"MFP","10 Mar 2021","12","1.10"
"MFP","10 Mar 2021","13","1.28"
"MFP","10 Mar 2021","14","1.30"
"MFP","10 Mar 2021","15","2.00"
"MFP","10 Mar 2021","16","2.80"
"MFP","10 Mar 2021","17","8.74"
"MFP","10 Mar 2021","18","13.62"
"MFP","10 Mar 2021","19","13.88"
"MFP","10 Mar 2021","20","22.88"
"MFP","10 Mar 2021","21","27.90"
"MFP","10 Mar 2021","22","16.21"
"MFP","10 Mar 2021","23","16.21"
"MFP","10 Mar 2021","24","14.94"
"MFP","10 Mar 2021","25","12.78"
"MFP","10 Mar 2021","26","13.05"
"MFP","10 Mar 2021","27","16.14"
"MFP","10 Mar 2021","28","16.04"
"MFP","10 Mar 2021","29","16.40"
"MFP","10 Mar 2021","30","16.10"
"MFP","10 Mar 2021","31","15.24"
"MFP","10 Mar 2021","32","15.52"
"MFP","10 Mar 2021","33","16.73"
"MFP","10 Mar 2021","34","18.23"
"MFP","10 Mar 2021","35","15.00"
"MFP","10 Mar 2021","36","16.34"
"MFP","10 Mar 2021","37","18.88"
"MFP","10 Mar 2021","38","17.50"
"MFP","10 Mar 2021","39","15.20"
"MFP","10 Mar 2021","40","14.22"
"MFP","10 Mar 2021","41","10.49"
