scenario_name,electric_grid_name,thermal_grid_name,parameter_set,timestep_start,timestep_end,timestep_interval
singapore_downtowncore,singapore_downtowncore,,,2017-01-02T00:00:00,2017-01-03T00:00:00,00:30:00
