definition_name,plant_pump_efficiency,condenser_pump_head,evaporator_pump_head,chiller_set_beta,chiller_set_condenser_minimum_temperature_difference,chiller_set_evaporation_temperature,chiller_set_cooling_capacity,condenser_water_temperature_difference,condenser_water_enthalpy_difference,cooling_tower_set_reference_temperature_condenser_water,cooling_tower_set_reference_temperature_wet_bulb,cooling_tower_set_reference_temperature_slope,cooling_tower_set_ventilation_factor
cooling_plant_singapore,0.75,17.8,10,0.421,1.1,276.45,560560000,5.560,23236.0,29.44,25.56,0.8,0.0115
