cooling_plant_type,pumping_total_efficiency,pump_head_cooling_water,pump_head_evaporators,chiller_set_beta,chiller_set_delta_temperature_cnd_min,chiller_set_evaporation_temperature,chiller_set_cooling_capacity,cooling_water_delta_temperature,cooling_tower_set_reference_temperature_cooling_water_supply,cooling_tower_set_reference_temperature_wet_bulb,cooling_tower_set_reference_temperature_slope,cooling_tower_set_ventilation_factor
singapore_cooling_plant,0.75,17.8,10,0.421,1.1,276.45,560560000,5.560,29.44,25.56,0.8,0.0115
