model_name,time_period,active_power,reactive_power
ev_charger_generic,01T00:00,0.270786092214663,0.270786092214663
ev_charger_generic,01T00:30,0.255668934240363,0.255668934240363
ev_charger_generic,01T01:00,0.20578231292517,0.20578231292517
ev_charger_generic,01T01:30,0.183673469387755,0.183673469387755
ev_charger_generic,01T02:00,0.158919123204837,0.158919123204837
ev_charger_generic,01T02:30,0.129251700680272,0.129251700680272
ev_charger_generic,01T03:00,0.0993953136810279,0.0993953136810279
ev_charger_generic,01T03:30,0.0774754346182918,0.0774754346182918
ev_charger_generic,01T04:00,0.0612244897959183,0.0612244897959183
ev_charger_generic,01T04:30,0.0444066515495086,0.0444066515495086
ev_charger_generic,01T05:00,0.0343915343915344,0.0343915343915344
ev_charger_generic,01T05:30,0.0273998488284202,0.0273998488284202
ev_charger_generic,01T06:00,0.0226757369614512,0.0226757369614512
ev_charger_generic,01T06:30,0.0211640211640211,0.0211640211640211
ev_charger_generic,01T07:00,0.0122826908541194,0.0122826908541194
ev_charger_generic,01T07:30,0.0018896447467876,0.0018896447467876
ev_charger_generic,01T08:00,0.0829554043839758,0.0829554043839758
ev_charger_generic,01T08:30,0.215986394557823,0.215986394557823
ev_charger_generic,01T09:00,0.288737717309146,0.288737717309146
ev_charger_generic,01T09:30,0.32464096749811,0.32464096749811
ev_charger_generic,01T10:00,0.377551020408163,0.377551020408163
ev_charger_generic,01T10:30,0.437641723356009,0.437641723356009
ev_charger_generic,01T11:00,0.493197278911564,0.493197278911564
ev_charger_generic,01T11:30,0.571995464852608,0.571995464852608
ev_charger_generic,01T12:00,0.677059712773998,0.677059712773998
ev_charger_generic,01T12:30,0.79724111866969,0.79724111866969
ev_charger_generic,01T13:00,0.89021164021164,0.89021164021164
ev_charger_generic,01T13:30,0.932728647014361,0.932728647014361
ev_charger_generic,01T14:00,0.957671957671957,0.957671957671957
ev_charger_generic,01T14:30,0.968820861678005,0.968820861678005
ev_charger_generic,01T15:00,0.982237339380196,0.982237339380196
ev_charger_generic,01T15:30,1.0,1.0
ev_charger_generic,01T16:00,0.931783824640968,0.931783824640968
ev_charger_generic,01T16:30,0.8140589569161,0.8140589569161
ev_charger_generic,01T17:00,0.776832955404383,0.776832955404383
ev_charger_generic,01T17:30,0.764361300075585,0.764361300075585
ev_charger_generic,01T18:00,0.740929705215419,0.740929705215419
ev_charger_generic,01T18:30,0.71012849584278,0.71012849584278
ev_charger_generic,01T19:00,0.675925925925924,0.675925925925924
ev_charger_generic,01T19:30,0.609410430839001,0.609410430839001
ev_charger_generic,01T20:00,0.526643990929705,0.526643990929705
ev_charger_generic,01T20:30,0.410241874527589,0.410241874527589
ev_charger_generic,01T21:00,0.331065759637188,0.331065759637188
ev_charger_generic,01T21:30,0.299508692365835,0.299508692365835
ev_charger_generic,01T22:00,0.278155706727135,0.278155706727135
ev_charger_generic,01T22:30,0.274754346182917,0.274754346182917
ev_charger_generic,01T23:00,0.270786092214663,0.270786092214663
ev_charger_generic,01T23:30,0.255668934240363,0.255668934240363
