der_name,electric_grid_name,der_type,model_name,node_name,is_phase_0_connected,is_phase_1_connected,is_phase_2_connected,is_phase_3_connected,n_phases,connection,active_power,reactive_power
flex_47,hougang_405node,flexible_load,residential,23,0,0,1,0,1,wye,-82043.2489,-26966.3118
flex_48,hougang_405node,flexible_load,residential,23,0,0,0,1,1,wye,-82043.2489,-26966.3118
flex_49,hougang_405node,flexible_load,residential,24,0,1,0,0,1,wye,-69492.979,-22841.2376
flex_50,hougang_405node,flexible_load,residential,24,0,0,1,0,1,wye,-50540.3484,-16611.8092
flex_51,hougang_405node,flexible_load,residential,24,0,0,0,1,1,wye,-69492.979,-22841.2376
flex_52,hougang_405node,flexible_load,residential,25,0,1,0,0,1,wye,-102803.0478,-33789.7278
flex_53,hougang_405node,flexible_load,residential,25,0,0,1,0,1,wye,-77102.2858,-25342.2958
flex_54,hougang_405node,flexible_load,residential,25,0,0,0,1,1,wye,-77102.2858,-25342.2958
flex_55,hougang_405node,flexible_load,residential,26,0,1,0,0,1,wye,-54905.9076,-18046.6991
flex_56,hougang_405node,flexible_load,residential,26,0,0,1,0,1,wye,-100660.8306,-33085.615
flex_57,hougang_405node,flexible_load,residential,26,0,0,0,1,1,wye,-118962.7997,-39101.1814
flex_58,hougang_405node,flexible_load,residential,27,0,1,0,0,1,wye,-107510.5596,-35337.0121
flex_59,hougang_405node,flexible_load,residential,27,0,0,1,0,1,wye,-61434.6055,-20192.5783
flex_60,hougang_405node,flexible_load,residential,27,0,0,0,1,1,wye,-61434.6055,-20192.5783
flex_61,hougang_405node,flexible_load,residential,28,0,1,0,0,1,wye,-134149.8254,-44092.9153
flex_62,hougang_405node,flexible_load,residential,28,0,0,1,0,1,wye,-97563.5094,-32067.5748
flex_63,hougang_405node,flexible_load,residential,28,0,0,0,1,1,wye,-134149.8254,-44092.9153
flex_64,hougang_405node,flexible_load,residential,29,0,1,0,0,1,wye,-110824.7536,-36426.335
flex_65,hougang_405node,flexible_load,residential,29,0,0,1,0,1,wye,-66494.8521,-21855.801
flex_66,hougang_405node,flexible_load,residential,29,0,0,0,1,1,wye,-155154.655,-50996.8689
flex_67,hougang_405node,flexible_load,residential,30,0,1,0,0,1,wye,-74497.3878,-24486.1072
flex_68,hougang_405node,flexible_load,residential,30,0,0,1,0,1,wye,-47891.1778,-15741.0689
flex_69,hougang_405node,flexible_load,residential,30,0,0,0,1,1,wye,-37248.6939,-12243.0536
flex_70,hougang_405node,flexible_load,residential,31,0,1,0,0,1,wye,-78435.6784,-25780.5608
flex_71,hougang_405node,flexible_load,residential,31,0,0,1,0,1,wye,-69720.603,-22916.054
flex_72,hougang_405node,flexible_load,residential,31,0,0,0,1,1,wye,-113295.9799,-37238.5878
flex_73,hougang_405node,flexible_load,residential,32,0,1,0,0,1,wye,-46294.6411,-15216.3127
flex_74,hougang_405node,flexible_load,residential,32,0,0,1,0,1,wye,-72748.7217,-23911.3485
flex_75,hougang_405node,flexible_load,residential,32,0,0,0,1,1,wye,-79362.2418,-26085.1074
flex_76,hougang_405node,flexible_load,industrial,33,0,1,0,0,1,wye,-92133.21,-30282.7217
flex_77,hougang_405node,flexible_load,industrial,33,0,0,1,0,1,wye,-110559.852,-36339.266
flex_78,hougang_405node,flexible_load,industrial,33,0,0,0,1,1,wye,-73706.568,-24226.1773
flex_79,hougang_405node,flexible_load,industrial,34,0,1,0,0,1,wye,-36853.284,-12113.0887
flex_80,hougang_405node,flexible_load,industrial,34,0,0,1,0,1,wye,-85990.996,-28263.8736
flex_81,hougang_405node,flexible_load,industrial,34,0,0,0,1,1,wye,-61422.14,-20188.4811
flex_82,hougang_405node,flexible_load,industrial,35,0,1,0,0,1,wye,-159697.564,-52490.0509
flex_83,hougang_405node,flexible_load,industrial,35,0,0,1,0,1,wye,-98275.424,-32301.5698
flex_84,hougang_405node,flexible_load,industrial,35,0,0,0,1,1,wye,-110559.852,-36339.266
flex_85,hougang_405node,flexible_load,industrial,36,0,1,0,0,1,wye,-55279.926,-18169.633
flex_86,hougang_405node,flexible_load,industrial,36,0,0,1,0,1,wye,-119773.173,-39367.5382
flex_87,hougang_405node,flexible_load,industrial,36,0,0,0,1,1,wye,-101346.531,-33310.9939
flex_88,hougang_405node,flexible_load,industrial,37,0,1,0,0,1,wye,-73706.568,-24226.1773
flex_89,hougang_405node,flexible_load,industrial,37,0,0,1,0,1,wye,-92133.21,-30282.7217
flex_90,hougang_405node,flexible_load,industrial,37,0,0,0,1,1,wye,-110559.852,-36339.266
flex_91,hougang_405node,flexible_load,industrial,38,0,1,0,0,1,wye,-79848.782,-26245.0255
flex_92,hougang_405node,flexible_load,industrial,38,0,0,1,0,1,wye,-42995.498,-14131.9368
flex_93,hougang_405node,flexible_load,industrial,38,0,0,0,1,1,wye,-61422.14,-20188.4811
flex_94,hougang_405node,flexible_load,industrial,39,0,1,0,0,1,wye,-43248.1172,-14214.9687
flex_95,hougang_405node,flexible_load,industrial,39,0,0,1,0,1,wye,-100912.2734,-33168.2603
flex_96,hougang_405node,flexible_load,industrial,39,0,0,0,1,1,wye,-72080.1953,-23691.6145
flex_97,hougang_405node,flexible_load,industrial,40,0,1,0,0,1,wye,-159697.564,-52490.0509
flex_98,hougang_405node,flexible_load,industrial,40,0,0,1,0,1,wye,-110559.852,-36339.266
flex_99,hougang_405node,flexible_load,industrial,40,0,0,0,1,1,wye,-98275.424,-32301.5698
flex_100,hougang_405node,flexible_load,industrial,41,0,1,0,0,1,wye,-82919.889,-27254.4495
flex_101,hougang_405node,flexible_load,industrial,41,0,0,1,0,1,wye,-92133.21,-30282.7217
flex_102,hougang_405node,flexible_load,industrial,41,0,0,0,1,1,wye,-101346.531,-33310.9939
flex_103,hougang_405node,flexible_load,industrial,42,0,1,0,0,1,wye,-67564.354,-22207.3292
flex_104,hougang_405node,flexible_load,industrial,42,0,0,1,0,1,wye,-49137.712,-16150.7849
flex_105,hougang_405node,flexible_load,industrial,42,0,0,0,1,1,wye,-67564.354,-22207.3292
flex_106,hougang_405node,flexible_load,industrial,43,0,1,0,0,1,wye,-36853.284,-12113.0887
flex_107,hougang_405node,flexible_load,industrial,43,0,0,1,0,1,wye,-73706.568,-24226.1773
flex_108,hougang_405node,flexible_load,industrial,43,0,0,0,1,1,wye,-73706.568,-24226.1773
flex_109,hougang_405node,flexible_load,industrial,44,0,1,0,0,1,wye,-50456.1367,-16584.1301
flex_110,hougang_405node,flexible_load,industrial,44,0,0,1,0,1,wye,-93704.2539,-30799.0988
flex_111,hougang_405node,flexible_load,industrial,44,0,0,0,1,1,wye,-72080.1953,-23691.6145
flex_112,hougang_405node,flexible_load,industrial,45,0,1,0,0,1,wye,-110559.852,-36339.266
flex_113,hougang_405node,flexible_load,industrial,45,0,0,1,0,1,wye,-98275.424,-32301.5698
flex_114,hougang_405node,flexible_load,industrial,45,0,0,0,1,1,wye,-159697.564,-52490.0509
flex_115,hougang_405node,flexible_load,residential,49,0,1,0,0,1,wye,-109897.043,-36121.4112
flex_116,hougang_405node,flexible_load,residential,49,0,0,1,0,1,wye,-98907.3387,-32509.2701
flex_117,hougang_405node,flexible_load,residential,49,0,0,0,1,1,wye,-120886.7473,-39733.5524
flex_118,hougang_405node,flexible_load,residential,50,0,1,0,0,1,wye,-65507.5164,-21531.2794
flex_119,hougang_405node,flexible_load,residential,50,0,0,1,0,1,wye,-87343.3552,-28708.3725
flex_120,hougang_405node,flexible_load,residential,50,0,0,0,1,1,wye,-65507.5164,-21531.2794
flex_121,hougang_405node,flexible_load,industrial,51,0,1,0,0,1,wye,-79848.782,-26245.0255
flex_122,hougang_405node,flexible_load,industrial,51,0,0,1,0,1,wye,-49137.712,-16150.7849
flex_123,hougang_405node,flexible_load,industrial,51,0,0,0,1,1,wye,-55279.926,-18169.633
flex_124,hougang_405node,flexible_load,residential,52,0,1,0,0,1,wye,-147443.9612,-48462.4865
flex_125,hougang_405node,flexible_load,residential,52,0,0,1,0,1,wye,-102076.5885,-33550.9522
flex_126,hougang_405node,flexible_load,residential,52,0,0,0,1,1,wye,-90734.7454,-29823.0686
flex_127,hougang_405node,flexible_load,residential,53,0,1,0,0,1,wye,-116646.3775,-38339.8102
flex_128,hougang_405node,flexible_load,residential,53,0,0,1,0,1,wye,-84833.7291,-27883.4983
flex_129,hougang_405node,flexible_load,residential,53,0,0,0,1,1,wye,-116646.3775,-38339.8102
flex_130,hougang_405node,flexible_load,residential,54,0,1,0,0,1,wye,-52908.1612,-17390.0716
flex_131,hougang_405node,flexible_load,residential,54,0,0,1,0,1,wye,-52908.1612,-17390.0716
flex_132,hougang_405node,flexible_load,residential,54,0,0,0,1,1,wye,-92589.2821,-30432.6253
flex_133,hougang_405node,flexible_load,residential,55,0,1,0,0,1,wye,-73706.568,-24226.1773
flex_134,hougang_405node,flexible_load,residential,55,0,0,1,0,1,wye,-36853.284,-12113.0887
flex_135,hougang_405node,flexible_load,residential,55,0,0,0,1,1,wye,-73706.568,-24226.1773
flex_136,hougang_405node,flexible_load,residential,59,0,1,0,0,1,wye,-88247.2328,-29005.4627
flex_137,hougang_405node,flexible_load,residential,59,0,0,1,0,1,wye,-64179.8057,-21094.882
flex_138,hougang_405node,flexible_load,residential,59,0,0,0,1,1,wye,-88247.2328,-29005.4627
flex_139,hougang_405node,flexible_load,residential,60,0,1,0,0,1,wye,-59521.6814,-19563.8306
flex_140,hougang_405node,flexible_load,residential,60,0,0,1,0,1,wye,-52908.1612,-17390.0716
flex_141,hougang_405node,flexible_load,residential,60,0,0,0,1,1,wye,-85975.762,-28258.8664
flex_142,hougang_405node,flexible_load,residential,61,0,1,0,0,1,wye,-96998.2956,-31881.798
flex_143,hougang_405node,flexible_load,residential,61,0,0,1,0,1,wye,-70544.215,-23186.7622
flex_144,hougang_405node,flexible_load,residential,61,0,0,0,1,1,wye,-96998.2956,-31881.798
flex_145,hougang_405node,flexible_load,residential,62,0,1,0,0,1,wye,-59521.6814,-19563.8306
flex_146,hougang_405node,flexible_load,residential,62,0,0,1,0,1,wye,-72748.7217,-23911.3485
flex_147,hougang_405node,flexible_load,residential,62,0,0,0,1,1,wye,-66135.2015,-21737.5895
flex_148,hougang_405node,flexible_load,residential,63,0,1,0,0,1,wye,-79362.2418,-26085.1074
flex_149,hougang_405node,flexible_load,residential,63,0,0,1,0,1,wye,-114634.3493,-37678.4885
flex_150,hougang_405node,flexible_load,residential,63,0,0,0,1,1,wye,-70544.215,-23186.7622
flex_151,hougang_405node,flexible_load,residential,64,0,1,0,0,1,wye,-52908.1612,-17390.0716
flex_152,hougang_405node,flexible_load,residential,64,0,0,1,0,1,wye,-123452.3762,-40576.8338
flex_153,hougang_405node,flexible_load,residential,64,0,0,0,1,1,wye,-88180.2687,-28983.4527
flex_154,hougang_405node,flexible_load,residential,65,0,1,0,0,1,wye,-123452.3762,-40576.8338
flex_155,hougang_405node,flexible_load,residential,65,0,0,1,0,1,wye,-88180.2687,-28983.4527
flex_156,hougang_405node,flexible_load,residential,65,0,0,0,1,1,wye,-52908.1612,-17390.0716
flex_157,hougang_405node,flexible_load,residential,66,0,1,0,0,1,wye,-123452.3762,-40576.8338
flex_158,hougang_405node,flexible_load,residential,66,0,0,1,0,1,wye,-79362.2418,-26085.1074
flex_159,hougang_405node,flexible_load,residential,66,0,0,0,1,1,wye,-61726.1881,-20288.4169
flex_160,hougang_405node,flexible_load,residential,67,0,1,0,0,1,wye,-71172.6465,-23393.3176
flex_161,hougang_405node,flexible_load,residential,67,0,0,1,0,1,wye,-32848.9138,-10796.9158
flex_162,hougang_405node,flexible_load,residential,67,0,0,0,1,1,wye,-60223.0086,-19794.3457
flex_163,hougang_405node,flexible_load,residential,68,0,1,0,0,1,wye,-79362.2418,-26085.1074
flex_164,hougang_405node,flexible_load,residential,68,0,0,1,0,1,wye,-70544.215,-23186.7622
flex_165,hougang_405node,flexible_load,residential,68,0,0,0,1,1,wye,-114634.3493,-37678.4885
flex_166,hougang_405node,flexible_load,residential,69,0,1,0,0,1,wye,-96608.6307,-31753.7213
flex_167,hougang_405node,flexible_load,residential,69,0,0,1,0,1,wye,-74314.3313,-24425.9395
flex_168,hougang_405node,flexible_load,residential,69,0,0,0,1,1,wye,-52020.0319,-17098.1576
flex_169,hougang_405node,flexible_load,residential,70,0,1,0,0,1,wye,-52908.1612,-17390.0716
flex_170,hougang_405node,flexible_load,residential,70,0,0,1,0,1,wye,-52908.1612,-17390.0716
flex_171,hougang_405node,flexible_load,residential,70,0,0,0,1,1,wye,-92589.2821,-30432.6253
flex_172,hougang_405node,flexible_load,residential,71,0,1,0,0,1,wye,-134573.0534,-44232.0236
flex_173,hougang_405node,flexible_load,residential,71,0,0,1,0,1,wye,-76898.8877,-25275.4421
flex_174,hougang_405node,flexible_load,residential,71,0,0,0,1,1,wye,-76898.8877,-25275.4421
flex_175,hougang_405node,flexible_load,residential,72,0,1,0,0,1,wye,-59521.6814,-19563.8306
flex_176,hougang_405node,flexible_load,residential,72,0,0,1,0,1,wye,-46294.6411,-15216.3127
flex_177,hougang_405node,flexible_load,residential,72,0,0,0,1,1,wye,-92589.2821,-30432.6253
flex_178,hougang_405node,flexible_load,residential,73,0,1,0,0,1,wye,-79362.2418,-26085.1074
flex_179,hougang_405node,flexible_load,residential,73,0,0,1,0,1,wye,-66135.2015,-21737.5895
flex_180,hougang_405node,flexible_load,residential,73,0,0,0,1,1,wye,-52908.1612,-17390.0716
flex_181,hougang_405node,flexible_load,residential,74,0,1,0,0,1,wye,-70544.215,-23186.7622
flex_182,hougang_405node,flexible_load,residential,74,0,0,1,0,1,wye,-88180.2687,-28983.4527
flex_183,hougang_405node,flexible_load,residential,74,0,0,0,1,1,wye,-105816.3224,-34780.1433
flex_184,hougang_405node,flexible_load,residential,75,0,1,0,0,1,wye,-39681.1209,-13042.5537
flex_185,hougang_405node,flexible_load,residential,75,0,0,1,0,1,wye,-66135.2015,-21737.5895
flex_186,hougang_405node,flexible_load,residential,75,0,0,0,1,1,wye,-92589.2821,-30432.6253
flex_187,hougang_405node,flexible_load,residential,76,0,1,0,0,1,wye,-46294.6411,-15216.3127
flex_188,hougang_405node,flexible_load,residential,76,0,0,1,0,1,wye,-85975.762,-28258.8664
flex_189,hougang_405node,flexible_load,residential,76,0,0,0,1,1,wye,-66135.2015,-21737.5895
flex_190,hougang_405node,flexible_load,residential,77,0,1,0,0,1,wye,-67286.5267,-22116.0118
flex_191,hougang_405node,flexible_load,residential,77,0,0,1,0,1,wye,-105735.9705,-34753.7329
flex_192,hougang_405node,flexible_load,residential,77,0,0,0,1,1,wye,-115348.3315,-37913.1631
flex_193,hougang_405node,flexible_load,residential,78,0,1,0,0,1,wye,-79362.2418,-26085.1074
flex_194,hougang_405node,flexible_load,residential,78,0,0,1,0,1,wye,-79362.2418,-26085.1074
flex_195,hougang_405node,flexible_load,residential,78,0,0,0,1,1,wye,-39681.1209,-13042.5537
flex_196,hougang_405node,flexible_load,residential,79,0,1,0,0,1,wye,-79362.2418,-26085.1074
flex_197,hougang_405node,flexible_load,residential,79,0,0,1,0,1,wye,-66135.2015,-21737.5895
flex_198,hougang_405node,flexible_load,residential,79,0,0,0,1,1,wye,-52908.1612,-17390.0716
flex_199,hougang_405node,flexible_load,residential,80,0,1,0,0,1,wye,-85975.762,-28258.8664
flex_200,hougang_405node,flexible_load,residential,80,0,0,1,0,1,wye,-39681.1209,-13042.5537
flex_201,hougang_405node,flexible_load,residential,80,0,0,0,1,1,wye,-72748.7217,-23911.3485
flex_202,hougang_405node,flexible_load,residential,81,0,1,0,0,1,wye,-92589.2821,-30432.6253
flex_203,hougang_405node,flexible_load,residential,81,0,0,1,0,1,wye,-66135.2015,-21737.5895
flex_204,hougang_405node,flexible_load,residential,81,0,0,0,1,1,wye,-39681.1209,-13042.5537
flex_205,hougang_405node,flexible_load,residential,82,0,1,0,0,1,wye,-105816.3224,-34780.1433
flex_206,hougang_405node,flexible_load,residential,82,0,0,1,0,1,wye,-70544.215,-23186.7622
flex_207,hougang_405node,flexible_load,residential,82,0,0,0,1,1,wye,-88180.2687,-28983.4527
flex_208,hougang_405node,flexible_load,residential,83,0,1,0,0,1,wye,-48134.8543,-15821.1615
flex_209,hougang_405node,flexible_load,residential,83,0,0,1,0,1,wye,-42786.5371,-14063.2547
flex_210,hougang_405node,flexible_load,residential,83,0,0,0,1,1,wye,-69528.1228,-22852.7888
flex_211,hougang_405node,flexible_load,residential,84,0,1,0,0,1,wye,-115348.3315,-37913.1631
flex_212,hougang_405node,flexible_load,residential,84,0,0,1,0,1,wye,-96123.6096,-31594.3026
flex_213,hougang_405node,flexible_load,residential,84,0,0,0,1,1,wye,-76898.8877,-25275.4421
flex_214,hougang_405node,flexible_load,residential,85,0,1,0,0,1,wye,-66135.2015,-21737.5895
flex_215,hougang_405node,flexible_load,residential,85,0,0,1,0,1,wye,-85975.762,-28258.8664
flex_216,hougang_405node,flexible_load,residential,85,0,0,0,1,1,wye,-46294.6411,-15216.3127
flex_217,hougang_405node,flexible_load,residential,86,0,1,0,0,1,wye,-123452.3762,-40576.8338
flex_218,hougang_405node,flexible_load,residential,86,0,0,1,0,1,wye,-88180.2687,-28983.4527
flex_219,hougang_405node,flexible_load,residential,86,0,0,0,1,1,wye,-52908.1612,-17390.0716
flex_220,hougang_405node,flexible_load,residential,87,0,1,0,0,1,wye,-88894.2509,-29218.1273
flex_221,hougang_405node,flexible_load,residential,87,0,0,1,0,1,wye,-74078.5424,-24348.4394
flex_222,hougang_405node,flexible_load,residential,87,0,0,0,1,1,wye,-59262.8339,-19478.7515
flex_223,hougang_405node,flexible_load,residential,88,0,1,0,0,1,wye,-107510.5596,-35337.0121
flex_224,hougang_405node,flexible_load,residential,88,0,0,1,0,1,wye,-46075.9541,-15144.4337
flex_225,hougang_405node,flexible_load,residential,88,0,0,0,1,1,wye,-76793.2568,-25240.7229
flex_226,hougang_405node,flexible_load,residential,89,0,1,0,0,1,wye,-84998.0641,-27937.5126
flex_227,hougang_405node,flexible_load,residential,89,0,0,1,0,1,wye,-70831.72,-23281.2605
flex_228,hougang_405node,flexible_load,residential,89,0,0,0,1,1,wye,-56665.376,-18625.0084
flex_229,hougang_405node,flexible_load,residential,90,0,1,0,0,1,wye,-92589.2821,-30432.6253
flex_230,hougang_405node,flexible_load,residential,90,0,0,1,0,1,wye,-52908.1612,-17390.0716
flex_231,hougang_405node,flexible_load,residential,90,0,0,0,1,1,wye,-52908.1612,-17390.0716
flex_232,hougang_405node,flexible_load,residential,91,0,1,0,0,1,wye,-85975.762,-28258.8664
flex_233,hougang_405node,flexible_load,residential,91,0,0,1,0,1,wye,-39681.1209,-13042.5537
flex_234,hougang_405node,flexible_load,residential,91,0,0,0,1,1,wye,-72748.7217,-23911.3485
flex_235,hougang_405node,flexible_load,residential,92,0,1,0,0,1,wye,-79225.0489,-26040.0143
flex_236,hougang_405node,flexible_load,residential,92,0,0,1,0,1,wye,-79225.0489,-26040.0143
flex_237,hougang_405node,flexible_load,residential,92,0,0,0,1,1,wye,-79225.0489,-26040.0143
flex_238,hougang_405node,flexible_load,residential,93,0,1,0,0,1,wye,-190582.0222,-62641.2814
flex_239,hougang_405node,flexible_load,residential,93,0,0,1,0,1,wye,-81678.0095,-26846.2635
flex_240,hougang_405node,flexible_load,residential,93,0,0,0,1,1,wye,-136130.0159,-44743.7725
flex_241,hougang_405node,flexible_load,residential,94,0,1,0,0,1,wye,-59640.0962,-19602.7516
flex_242,hougang_405node,flexible_load,residential,94,0,0,1,0,1,wye,-67095.1082,-22053.0956
flex_243,hougang_405node,flexible_load,residential,94,0,0,0,1,1,wye,-96915.1563,-31854.4714
flex_244,hougang_405node,flexible_load,residential,95,0,1,0,0,1,wye,-54019.2331,-17755.2633
flex_245,hougang_405node,flexible_load,residential,95,0,0,1,0,1,wye,-54019.2331,-17755.2633
flex_246,hougang_405node,flexible_load,residential,95,0,0,0,1,1,wye,-54019.2331,-17755.2633
flex_247,hougang_405node,flexible_load,residential,96,0,1,0,0,1,wye,-75957.0308,-24965.8687
flex_248,hougang_405node,flexible_load,residential,96,0,0,1,0,1,wye,-32553.0132,-10699.658
flex_249,hougang_405node,flexible_load,residential,96,0,0,0,1,1,wye,-54255.022,-17832.7634
flex_250,hougang_405node,flexible_load,residential,97,0,1,0,0,1,wye,-106414.8448,-34976.868
flex_251,hougang_405node,flexible_load,residential,97,0,0,1,0,1,wye,-74490.3913,-24483.8076
flex_252,hougang_405node,flexible_load,residential,97,0,0,0,1,1,wye,-138339.2982,-45469.9284
flex_253,hougang_405node,flexible_load,industrial,98,0,1,0,0,1,wye,-49137.712,-16150.7849
flex_254,hougang_405node,flexible_load,industrial,98,0,0,1,0,1,wye,-85990.996,-28263.8736
flex_255,hougang_405node,flexible_load,industrial,98,0,0,0,1,1,wye,-49137.712,-16150.7849
flex_256,hougang_405node,flexible_load,industrial,99,0,1,0,0,1,wye,-49137.712,-16150.7849
flex_257,hougang_405node,flexible_load,industrial,99,0,0,1,0,1,wye,-61422.14,-20188.4811
flex_258,hougang_405node,flexible_load,industrial,99,0,0,0,1,1,wye,-73706.568,-24226.1773
flex_259,hougang_405node,flexible_load,industrial,100,0,1,0,0,1,wye,-55279.926,-18169.633
flex_260,hougang_405node,flexible_load,industrial,100,0,0,1,0,1,wye,-55279.926,-18169.633
flex_261,hougang_405node,flexible_load,industrial,100,0,0,0,1,1,wye,-73706.568,-24226.1773
flex_262,hougang_405node,flexible_load,industrial,101,0,1,0,0,1,wye,-49137.712,-16150.7849
flex_263,hougang_405node,flexible_load,industrial,101,0,0,1,0,1,wye,-85990.996,-28263.8736
flex_264,hougang_405node,flexible_load,industrial,101,0,0,0,1,1,wye,-49137.712,-16150.7849
flex_265,hougang_405node,flexible_load,industrial,104,0,1,0,0,1,wye,-42995.498,-14131.9368
flex_266,hougang_405node,flexible_load,industrial,104,0,0,1,0,1,wye,-79848.782,-26245.0255
flex_267,hougang_405node,flexible_load,industrial,104,0,0,0,1,1,wye,-61422.14,-20188.4811
flex_268,hougang_405node,flexible_load,industrial,105,0,1,0,0,1,wye,-49137.712,-16150.7849
flex_269,hougang_405node,flexible_load,industrial,105,0,0,1,0,1,wye,-67564.354,-22207.3292
flex_270,hougang_405node,flexible_load,industrial,105,0,0,0,1,1,wye,-67564.354,-22207.3292
flex_271,hougang_405node,flexible_load,industrial,106,0,1,0,0,1,wye,-64872.1758,-21322.453
flex_272,hougang_405node,flexible_load,industrial,106,0,0,1,0,1,wye,-57664.1562,-18953.2916
flex_273,hougang_405node,flexible_load,industrial,106,0,0,0,1,1,wye,-93704.2539,-30799.0988
flex_274,hougang_405node,flexible_load,residential,107,0,1,0,0,1,wye,-59521.6814,-19563.8306
flex_275,hougang_405node,flexible_load,residential,107,0,0,1,0,1,wye,-46294.6411,-15216.3127
flex_276,hougang_405node,flexible_load,residential,107,0,0,0,1,1,wye,-92589.2821,-30432.6253
flex_277,hougang_405node,flexible_load,residential,108,0,1,0,0,1,wye,-79362.2418,-26085.1074
flex_278,hougang_405node,flexible_load,residential,108,0,0,1,0,1,wye,-79362.2418,-26085.1074
flex_279,hougang_405node,flexible_load,residential,108,0,0,0,1,1,wye,-39681.1209,-13042.5537
flex_280,hougang_405node,flexible_load,residential,109,0,1,0,0,1,wye,-52908.1612,-17390.0716
flex_281,hougang_405node,flexible_load,residential,109,0,0,1,0,1,wye,-92589.2821,-30432.6253
flex_282,hougang_405node,flexible_load,residential,109,0,0,0,1,1,wye,-52908.1612,-17390.0716
flex_283,hougang_405node,flexible_load,industrial,110,0,1,0,0,1,wye,-73706.568,-24226.1773
flex_284,hougang_405node,flexible_load,industrial,110,0,0,1,0,1,wye,-119773.173,-39367.5382
flex_285,hougang_405node,flexible_load,industrial,110,0,0,0,1,1,wye,-82919.889,-27254.4495
flex_286,hougang_405node,flexible_load,industrial,111,0,1,0,0,1,wye,-85990.996,-28263.8736
flex_287,hougang_405node,flexible_load,industrial,111,0,0,1,0,1,wye,-61422.14,-20188.4811
flex_288,hougang_405node,flexible_load,industrial,111,0,0,0,1,1,wye,-36853.284,-12113.0887
flex_289,hougang_405node,flexible_load,residential,114,0,1,0,0,1,wye,-79854.4659,-26246.8937
flex_290,hougang_405node,flexible_load,residential,114,0,0,1,0,1,wye,-49141.2098,-16151.9346
flex_291,hougang_405node,flexible_load,residential,114,0,0,0,1,1,wye,-55283.861,-18170.9264
flex_292,hougang_405node,flexible_load,residential,115,0,1,0,0,1,wye,-66135.2015,-21737.5895
flex_293,hougang_405node,flexible_load,residential,115,0,0,1,0,1,wye,-46294.6411,-15216.3127
flex_294,hougang_405node,flexible_load,residential,115,0,0,0,1,1,wye,-85975.762,-28258.8664
flex_295,hougang_405node,flexible_load,residential,116,0,1,0,0,1,wye,-86511.2486,-28434.8723
flex_296,hougang_405node,flexible_load,residential,116,0,0,1,0,1,wye,-124960.6924,-41072.5934
flex_297,hougang_405node,flexible_load,residential,116,0,0,0,1,1,wye,-76898.8877,-25275.4421
flex_298,hougang_405node,flexible_load,residential,117,0,1,0,0,1,wye,-46294.6411,-15216.3127
flex_299,hougang_405node,flexible_load,residential,117,0,0,1,0,1,wye,-66135.2015,-21737.5895
flex_300,hougang_405node,flexible_load,residential,117,0,0,0,1,1,wye,-85975.762,-28258.8664
flex_301,hougang_405node,flexible_load,residential,118,0,1,0,0,1,wye,-105816.3224,-34780.1433
flex_302,hougang_405node,flexible_load,residential,118,0,0,1,0,1,wye,-96998.2956,-31881.798
flex_303,hougang_405node,flexible_load,residential,118,0,0,0,1,1,wye,-61726.1881,-20288.4169
flex_304,hougang_405node,flexible_load,residential,119,0,1,0,0,1,wye,-77914.8921,-25609.3866
flex_305,hougang_405node,flexible_load,residential,119,0,0,1,0,1,wye,-70831.72,-23281.2605
flex_306,hougang_405node,flexible_load,residential,119,0,0,0,1,1,wye,-63748.548,-20953.1345
flex_307,hougang_405node,flexible_load,residential,120,0,1,0,0,1,wye,-39681.1209,-13042.5537
flex_308,hougang_405node,flexible_load,residential,120,0,0,1,0,1,wye,-66135.2015,-21737.5895
flex_309,hougang_405node,flexible_load,residential,120,0,0,0,1,1,wye,-92589.2821,-30432.6253
flex_310,hougang_405node,flexible_load,industrial,122,0,1,0,0,1,wye,-130804.721,-42993.4327
flex_311,hougang_405node,flexible_load,industrial,122,0,0,1,0,1,wye,-90557.1145,-29764.6842
flex_312,hougang_405node,flexible_load,industrial,122,0,0,0,1,1,wye,-80495.2129,-26457.497
flex_313,hougang_405node,flexible_load,residential,123,0,1,0,0,1,wye,-114634.3493,-37678.4885
flex_314,hougang_405node,flexible_load,residential,123,0,0,1,0,1,wye,-52908.1612,-17390.0716
flex_315,hougang_405node,flexible_load,residential,123,0,0,0,1,1,wye,-96998.2956,-31881.798
flex_316,hougang_405node,flexible_load,residential,124,0,1,0,0,1,wye,-92876.7872,-30527.1237
flex_317,hougang_405node,flexible_load,residential,124,0,0,1,0,1,wye,-92876.7872,-30527.1237
flex_318,hougang_405node,flexible_load,residential,124,0,0,0,1,1,wye,-92876.7872,-30527.1237
flex_319,hougang_405node,flexible_load,residential,125,0,1,0,0,1,wye,-52908.1612,-17390.0716
flex_320,hougang_405node,flexible_load,residential,125,0,0,1,0,1,wye,-66135.2015,-21737.5895
flex_321,hougang_405node,flexible_load,residential,125,0,0,0,1,1,wye,-79362.2418,-26085.1074
flex_322,hougang_405node,flexible_load,residential,126,0,1,0,0,1,wye,-52908.1612,-17390.0716
flex_323,hougang_405node,flexible_load,residential,126,0,0,1,0,1,wye,-79362.2418,-26085.1074
flex_324,hougang_405node,flexible_load,residential,126,0,0,0,1,1,wye,-66135.2015,-21737.5895
flex_325,hougang_405node,flexible_load,residential,127,0,1,0,0,1,wye,-46294.6411,-15216.3127
