der_name,electric_grid_name,der_type,model_name,node_name,is_phase_0_connected,is_phase_1_connected,is_phase_2_connected,is_phase_3_connected,n_phases,connection,active_power,reactive_power
538,hougang_405node,fixed_load,industrial,228,0,1,0,0,1,wye,-82233.0122,-27028.684
539,hougang_405node,fixed_load,industrial,228,0,0,1,0,1,wye,-143907.7714,-47300.1971
540,hougang_405node,fixed_load,industrial,228,0,0,0,1,1,wye,-82233.0122,-27028.684
541,hougang_405node,fixed_load,industrial,229,0,1,0,0,1,wye,-42995.498,-14131.9368
542,hougang_405node,fixed_load,industrial,229,0,0,1,0,1,wye,-67564.354,-22207.3292
543,hougang_405node,fixed_load,industrial,229,0,0,0,1,1,wye,-73706.568,-24226.1773
544,hougang_405node,fixed_load,industrial,230,0,1,0,0,1,wye,-92133.21,-30282.7217
545,hougang_405node,fixed_load,industrial,230,0,0,1,0,1,wye,-92133.21,-30282.7217
546,hougang_405node,fixed_load,industrial,230,0,0,0,1,1,wye,-92133.21,-30282.7217
547,hougang_405node,fixed_load,industrial,231,0,1,0,0,1,wye,-119773.173,-39367.5382
548,hougang_405node,fixed_load,industrial,231,0,0,1,0,1,wye,-92133.21,-30282.7217
549,hougang_405node,fixed_load,industrial,231,0,0,0,1,1,wye,-64493.247,-21197.9052
550,hougang_405node,fixed_load,industrial,232,0,1,0,0,1,wye,-98275.424,-32301.5698
551,hougang_405node,fixed_load,industrial,232,0,0,1,0,1,wye,-135128.708,-44414.6585
552,hougang_405node,fixed_load,industrial,232,0,0,0,1,1,wye,-135128.708,-44414.6585
553,hougang_405node,fixed_load,industrial,233,0,1,0,0,1,wye,-93704.2539,-30799.0988
554,hougang_405node,fixed_load,industrial,233,0,0,1,0,1,wye,-43248.1172,-14214.9687
555,hougang_405node,fixed_load,industrial,233,0,0,0,1,1,wye,-79288.2148,-26060.7759
556,hougang_405node,fixed_load,industrial,234,0,1,0,0,1,wye,-55279.926,-18169.633
557,hougang_405node,fixed_load,industrial,234,0,0,1,0,1,wye,-55279.926,-18169.633
558,hougang_405node,fixed_load,industrial,234,0,0,0,1,1,wye,-73706.568,-24226.1773
559,hougang_405node,fixed_load,industrial,236,0,1,0,0,1,wye,-110559.852,-36339.266
560,hougang_405node,fixed_load,industrial,236,0,0,1,0,1,wye,-55279.926,-18169.633
561,hougang_405node,fixed_load,industrial,236,0,0,0,1,1,wye,-110559.852,-36339.266
562,hougang_405node,fixed_load,industrial,237,0,1,0,0,1,wye,-147413.136,-48452.3547
563,hougang_405node,fixed_load,industrial,237,0,0,1,0,1,wye,-98275.424,-32301.5698
564,hougang_405node,fixed_load,industrial,237,0,0,0,1,1,wye,-122844.28,-40376.9622
565,hougang_405node,fixed_load,industrial,238,0,1,0,0,1,wye,-73706.568,-24226.1773
566,hougang_405node,fixed_load,industrial,238,0,0,1,0,1,wye,-49137.712,-16150.7849
567,hougang_405node,fixed_load,industrial,238,0,0,0,1,1,wye,-61422.14,-20188.4811
568,hougang_405node,fixed_load,industrial,239,0,1,0,0,1,wye,-55279.926,-18169.633
569,hougang_405node,fixed_load,industrial,239,0,0,1,0,1,wye,-73706.568,-24226.1773
570,hougang_405node,fixed_load,industrial,239,0,0,0,1,1,wye,-55279.926,-18169.633
571,hougang_405node,fixed_load,industrial,240,0,1,0,0,1,wye,-73706.568,-24226.1773
572,hougang_405node,fixed_load,industrial,240,0,0,1,0,1,wye,-55279.926,-18169.633
573,hougang_405node,fixed_load,industrial,240,0,0,0,1,1,wye,-55279.926,-18169.633
574,hougang_405node,fixed_load,industrial,241,0,1,0,0,1,wye,-67564.354,-22207.3292
575,hougang_405node,fixed_load,industrial,241,0,0,1,0,1,wye,-49137.712,-16150.7849
576,hougang_405node,fixed_load,industrial,241,0,0,0,1,1,wye,-67564.354,-22207.3292
577,hougang_405node,fixed_load,industrial,242,0,1,0,0,1,wye,-61422.14,-20188.4811
578,hougang_405node,fixed_load,industrial,242,0,0,1,0,1,wye,-55279.926,-18169.633
579,hougang_405node,fixed_load,industrial,242,0,0,0,1,1,wye,-67564.354,-22207.3292
580,hougang_405node,fixed_load,residential,244,0,1,0,0,1,wye,-32089.9028,-10547.441
581,hougang_405node,fixed_load,residential,244,0,0,1,0,1,wye,-74876.4399,-24610.6957
582,hougang_405node,fixed_load,residential,244,0,0,0,1,1,wye,-53483.1714,-17579.0683
583,hougang_405node,fixed_load,industrial,246,0,1,0,0,1,wye,-4675000.0,-1536598.192
584,hougang_405node,fixed_load,industrial,246,0,0,1,0,1,wye,-5100000.0,-1676288.936
585,hougang_405node,fixed_load,industrial,246,0,0,0,1,1,wye,-2975000.0,-977835.2129
586,hougang_405node,fixed_load,residential,247,0,1,0,0,1,wye,-2563779.733,-842673.6474
587,hougang_405node,fixed_load,residential,247,0,0,1,0,1,wye,-1183282.954,-388926.2988
588,hougang_405node,fixed_load,residential,247,0,0,0,1,1,wye,-2169352.082,-713031.5478
589,hougang_405node,fixed_load,industrial,248,0,1,0,0,1,wye,-4531134.594,-1489311.92
590,hougang_405node,fixed_load,industrial,248,0,0,1,0,1,wye,-3775945.495,-1241093.266
591,hougang_405node,fixed_load,industrial,248,0,0,0,1,1,wye,-3020756.396,-992874.613
592,hougang_405node,fixed_load,residential,254,0,1,0,0,1,wye,-99460.1334,-32690.9649
593,hougang_405node,fixed_load,residential,254,0,0,1,0,1,wye,-99460.1334,-32690.9649
594,hougang_405node,fixed_load,residential,254,0,0,0,1,1,wye,-99460.1334,-32690.9649
595,hougang_405node,fixed_load,mixed_commercial_residential,256,0,1,0,0,1,wye,-92919.3866,-30541.1254
596,hougang_405node,fixed_load,mixed_commercial_residential,256,0,0,1,0,1,wye,-66370.9905,-21815.0896
597,hougang_405node,fixed_load,mixed_commercial_residential,256,0,0,0,1,1,wye,-39822.5943,-13089.0538
598,hougang_405node,fixed_load,residential,257,0,1,0,0,1,wye,-105433.1316,-34654.1945
599,hougang_405node,fixed_load,residential,257,0,0,1,0,1,wye,-75309.3797,-24752.9961
600,hougang_405node,fixed_load,residential,257,0,0,0,1,1,wye,-45185.6278,-14851.7976
601,hougang_405node,fixed_load,residential,258,0,1,0,0,1,wye,-78017.8105,-25643.2142
602,hougang_405node,fixed_load,residential,258,0,0,1,0,1,wye,-93621.3726,-30771.8571
603,hougang_405node,fixed_load,residential,258,0,0,0,1,1,wye,-62414.2484,-20514.5714
604,hougang_405node,fixed_load,residential,259,0,1,0,0,1,wye,-106262.543,-34926.8088
605,hougang_405node,fixed_load,residential,259,0,0,1,0,1,wye,-127515.0515,-41912.1706
606,hougang_405node,fixed_load,residential,259,0,0,0,1,1,wye,-85010.0344,-27941.4471
607,hougang_405node,fixed_load,residential,260,0,1,0,0,1,wye,-45613.3938,-14992.3975
608,hougang_405node,fixed_load,residential,260,0,0,1,0,1,wye,-78194.3894,-25701.2529
609,hougang_405node,fixed_load,residential,260,0,0,0,1,1,wye,-71678.1903,-23559.4818
610,hougang_405node,fixed_load,residential,261,0,1,0,0,1,wye,-96035.4387,-31565.3222
611,hougang_405node,fixed_load,residential,261,0,0,1,0,1,wye,-96035.4387,-31565.3222
612,hougang_405node,fixed_load,residential,261,0,0,0,1,1,wye,-48017.7194,-15782.6611
613,hougang_405node,fixed_load,residential,262,0,1,0,0,1,wye,-132207.106,-43454.3743
614,hougang_405node,fixed_load,residential,262,0,0,1,0,1,wye,-132207.106,-43454.3743
615,hougang_405node,fixed_load,residential,262,0,0,0,1,1,wye,-96150.6226,-31603.1813
616,hougang_405node,fixed_load,residential,263,0,1,0,0,1,wye,-223649.1556,-73509.9226
617,hougang_405node,fixed_load,residential,263,0,0,1,0,1,wye,-223649.1556,-73509.9226
618,hougang_405node,fixed_load,residential,263,0,0,0,1,1,wye,-111824.5778,-36754.9613
619,hougang_405node,fixed_load,residential,264,0,1,0,0,1,wye,-94676.7393,-31118.7393
620,hougang_405node,fixed_load,residential,264,0,0,1,0,1,wye,-66273.7175,-21783.1175
621,hougang_405node,fixed_load,residential,264,0,0,0,1,1,wye,-123079.7611,-40454.3612
622,hougang_405node,fixed_load,residential,265,0,1,0,0,1,wye,-101586.1872,-33389.765
623,hougang_405node,fixed_load,residential,265,0,0,1,0,1,wye,-46885.9325,-15410.6608
624,hougang_405node,fixed_load,residential,265,0,0,0,1,1,wye,-85957.543,-28252.8781
625,hougang_405node,fixed_load,residential,266,0,1,0,0,1,wye,-69274.4818,-22769.4211
626,hougang_405node,fixed_load,residential,266,0,0,1,0,1,wye,-86593.1022,-28461.7763
627,hougang_405node,fixed_load,residential,266,0,0,0,1,1,wye,-103911.7227,-34154.1316
628,hougang_405node,fixed_load,residential,267,0,1,0,0,1,wye,-65522.6795,-21536.2633
629,hougang_405node,fixed_load,residential,267,0,0,1,0,1,wye,-65522.6795,-21536.2633
630,hougang_405node,fixed_load,residential,267,0,0,0,1,1,wye,-87363.5727,-28715.0177
631,hougang_405node,fixed_load,residential,268,0,1,0,0,1,wye,-80846.9676,-26573.1132
632,hougang_405node,fixed_load,residential,268,0,0,1,0,1,wye,-46198.2672,-15184.6361
633,hougang_405node,fixed_load,residential,268,0,0,0,1,1,wye,-46198.2672,-15184.6361
634,hougang_405node,fixed_load,residential,269,0,1,0,0,1,wye,-51144.3993,-16810.3511
635,hougang_405node,fixed_load,residential,269,0,0,1,0,1,wye,-45461.6883,-14942.5343
636,hougang_405node,fixed_load,residential,269,0,0,0,1,1,wye,-73875.2434,-24281.6183
637,hougang_405node,fixed_load,residential,270,0,1,0,0,1,wye,-159686.4468,-52486.3969
638,hougang_405node,fixed_load,residential,270,0,0,1,0,1,wye,-191623.7362,-62983.6763
639,hougang_405node,fixed_load,residential,270,0,0,0,1,1,wye,-127749.1575,-41989.1175
640,hougang_405node,fixed_load,residential,271,0,1,0,0,1,wye,-118348.2824,-38899.1993
641,hougang_405node,fixed_load,residential,271,0,0,1,0,1,wye,-54622.2842,-17953.4766
642,hougang_405node,fixed_load,residential,271,0,0,0,1,1,wye,-100140.8543,-32914.7071
643,hougang_405node,fixed_load,residential,272,0,1,0,0,1,wye,-118971.8877,-39104.1684
644,hougang_405node,fixed_load,residential,272,0,0,1,0,1,wye,-118971.8877,-39104.1684
645,hougang_405node,fixed_load,residential,272,0,0,0,1,1,wye,-158629.1835,-52138.8912
646,hougang_405node,fixed_load,residential,273,0,1,0,0,1,wye,-83430.8215,-27422.3849
647,hougang_405node,fixed_load,residential,273,0,0,1,0,1,wye,-100116.9858,-32906.8619
648,hougang_405node,fixed_load,residential,273,0,0,0,1,1,wye,-66744.6572,-21937.9079
649,hougang_405node,fixed_load,mixed_commercial_residential,274,0,1,0,0,1,wye,-116402.8746,-38259.7747
650,hougang_405node,fixed_load,mixed_commercial_residential,274,0,0,1,0,1,wye,-83144.9104,-27328.4105
651,hougang_405node,fixed_load,mixed_commercial_residential,274,0,0,0,1,1,wye,-49886.9463,-16397.0463
652,hougang_405node,fixed_load,mixed_commercial_residential,275,0,1,0,0,1,wye,-89301.1883,-29351.8812
653,hougang_405node,fixed_load,mixed_commercial_residential,275,0,0,1,0,1,wye,-79378.8341,-26090.561
654,hougang_405node,fixed_load,mixed_commercial_residential,275,0,0,0,1,1,wye,-128990.6053,-42397.1617
655,hougang_405node,fixed_load,residential,276,0,1,0,0,1,wye,-179204.1354,-58901.5509
656,hougang_405node,fixed_load,residential,276,0,0,1,0,1,wye,-110279.4679,-36247.1082
657,hougang_405node,fixed_load,residential,276,0,0,0,1,1,wye,-124064.4014,-40777.9968
658,hougang_405node,fixed_load,residential,277,0,1,0,0,1,wye,-157738.7427,-51846.2175
659,hougang_405node,fixed_load,residential,277,0,0,1,0,1,wye,-157738.7427,-51846.2175
660,hougang_405node,fixed_load,residential,277,0,0,0,1,1,wye,-78869.3713,-25923.1087
661,hougang_405node,fixed_load,mixed_commercial_residential,278,0,1,0,0,1,wye,-150333.0092,-49412.0706
662,hougang_405node,fixed_load,mixed_commercial_residential,278,0,0,1,0,1,wye,-104076.6987,-34208.3566
663,hougang_405node,fixed_load,mixed_commercial_residential,278,0,0,0,1,1,wye,-92512.621,-30407.4281
664,hougang_405node,fixed_load,mixed_commercial_residential,279,0,1,0,0,1,wye,-126624.1739,-41619.3533
665,hougang_405node,fixed_load,mixed_commercial_residential,279,0,0,1,0,1,wye,-211040.2898,-69365.5888
666,hougang_405node,fixed_load,mixed_commercial_residential,279,0,0,0,1,1,wye,-295456.4057,-97111.8243
667,hougang_405node,fixed_load,residential,280,0,1,0,0,1,wye,-76950.2081,-25292.3103
668,hougang_405node,fixed_load,residential,280,0,0,1,0,1,wye,-119700.3238,-39343.5938
669,hougang_405node,fixed_load,residential,280,0,0,0,1,1,wye,-59850.1619,-19671.7969
670,hougang_405node,fixed_load,residential,281,0,1,0,0,1,wye,-91220.0958,-29982.5956
671,hougang_405node,fixed_load,residential,281,0,0,1,0,1,wye,-91220.0958,-29982.5956
672,hougang_405node,fixed_load,residential,281,0,0,0,1,1,wye,-45610.0479,-14991.2978
673,hougang_405node,fixed_load,residential,282,0,1,0,0,1,wye,-205293.0156,-67476.5511
674,hougang_405node,fixed_load,residential,282,0,0,1,0,1,wye,-94750.6226,-31143.0236
675,hougang_405node,fixed_load,residential,282,0,0,0,1,1,wye,-173709.4748,-57095.5433
676,hougang_405node,fixed_load,residential,283,0,1,0,0,1,wye,-263869.2119,-86729.6158
677,hougang_405node,fixed_load,residential,283,0,0,1,0,1,wye,-191904.8814,-63076.0842
678,hougang_405node,fixed_load,residential,283,0,0,0,1,1,wye,-263869.2119,-86729.6158
679,hougang_405node,fixed_load,mixed_commercial_residential,284,0,1,0,0,1,wye,-156808.1566,-51540.3486
680,hougang_405node,fixed_load,mixed_commercial_residential,284,0,0,1,0,1,wye,-313616.3132,-103080.6973
681,hougang_405node,fixed_load,mixed_commercial_residential,284,0,0,0,1,1,wye,-313616.3132,-103080.6973
682,hougang_405node,fixed_load,mixed_commercial_residential,285,0,1,0,0,1,wye,-104863.2168,-34466.8726
683,hougang_405node,fixed_load,mixed_commercial_residential,285,0,0,1,0,1,wye,-125835.8601,-41360.2471
684,hougang_405node,fixed_load,mixed_commercial_residential,285,0,0,0,1,1,wye,-83890.5734,-27573.4981
685,hougang_405node,fixed_load,residential,286,0,1,0,0,1,wye,-42715.4883,-14039.902
686,hougang_405node,fixed_load,residential,286,0,0,1,0,1,wye,-42715.4883,-14039.902
687,hougang_405node,fixed_load,residential,286,0,0,0,1,1,wye,-74752.1045,-24569.8286
688,hougang_405node,fixed_load,residential,287,0,1,0,0,1,wye,-64652.5265,-21250.2578
689,hougang_405node,fixed_load,residential,287,0,0,1,0,1,wye,-45256.7685,-14875.1805
690,hougang_405node,fixed_load,residential,287,0,0,0,1,1,wye,-84048.2844,-27625.3352
691,hougang_405node,fixed_load,residential,288,0,1,0,0,1,wye,-156088.4979,-51303.8083
692,hougang_405node,fixed_load,residential,288,0,0,1,0,1,wye,-108061.2678,-35518.0211
693,hougang_405node,fixed_load,residential,288,0,0,0,1,1,wye,-96054.4602,-31571.5743
694,hougang_405node,fixed_load,residential,289,0,1,0,0,1,wye,-102690.1067,-33752.6058
695,hougang_405node,fixed_load,residential,289,0,0,1,0,1,wye,-188265.1956,-61879.7774
696,hougang_405node,fixed_load,residential,289,0,0,0,1,1,wye,-222495.2312,-73130.646
697,hougang_405node,fixed_load,residential,290,0,1,0,0,1,wye,-198406.0276,-65212.9076
698,hougang_405node,fixed_load,residential,290,0,0,1,0,1,wye,-132270.6851,-43475.2718
699,hougang_405node,fixed_load,residential,290,0,0,0,1,1,wye,-165338.3563,-54344.0897
700,hougang_405node,fixed_load,industrial,294,0,1,0,0,1,wye,-73706.568,-24226.1773
701,hougang_405node,fixed_load,industrial,294,0,0,1,0,1,wye,-92133.21,-30282.7217
702,hougang_405node,fixed_load,industrial,294,0,0,0,1,1,wye,-110559.852,-36339.266
703,hougang_405node,fixed_load,industrial,295,0,1,0,0,1,wye,-110559.852,-36339.266
704,hougang_405node,fixed_load,industrial,295,0,0,1,0,1,wye,-110559.852,-36339.266
705,hougang_405node,fixed_load,industrial,295,0,0,0,1,1,wye,-55279.926,-18169.633
706,hougang_405node,fixed_load,industrial,296,0,1,0,0,1,wye,-61422.14,-20188.4811
707,hougang_405node,fixed_load,industrial,296,0,0,1,0,1,wye,-73706.568,-24226.1773
708,hougang_405node,fixed_load,industrial,296,0,0,0,1,1,wye,-49137.712,-16150.7849
709,hougang_405node,fixed_load,industrial,297,0,1,0,0,1,wye,-119773.173,-39367.5382
710,hougang_405node,fixed_load,industrial,297,0,0,1,0,1,wye,-55279.926,-18169.633
711,hougang_405node,fixed_load,industrial,297,0,0,0,1,1,wye,-101346.531,-33310.9939
712,hougang_405node,fixed_load,industrial,298,0,1,0,0,1,wye,-79848.782,-26245.0255
713,hougang_405node,fixed_load,industrial,298,0,0,1,0,1,wye,-55279.926,-18169.633
714,hougang_405node,fixed_load,industrial,298,0,0,0,1,1,wye,-49137.712,-16150.7849
715,hougang_405node,fixed_load,industrial,299,0,1,0,0,1,wye,-82919.889,-27254.4495
716,hougang_405node,fixed_load,industrial,299,0,0,1,0,1,wye,-92133.21,-30282.7217
717,hougang_405node,fixed_load,industrial,299,0,0,0,1,1,wye,-101346.531,-33310.9939
718,hougang_405node,fixed_load,industrial,300,0,1,0,0,1,wye,-92133.21,-30282.7217
719,hougang_405node,fixed_load,industrial,300,0,0,1,0,1,wye,-73706.568,-24226.1773
720,hougang_405node,fixed_load,industrial,300,0,0,0,1,1,wye,-110559.852,-36339.266
721,hougang_405node,fixed_load,industrial,301,0,1,0,0,1,wye,-102791.2653,-33785.8551
722,hougang_405node,fixed_load,industrial,301,0,0,1,0,1,wye,-123349.5183,-40543.0261
723,hougang_405node,fixed_load,industrial,301,0,0,0,1,1,wye,-82233.0122,-27028.684
724,hougang_405node,fixed_load,residential,302,0,1,0,0,1,wye,-68156.1584,-22401.8459
725,hougang_405node,fixed_load,residential,302,0,0,1,0,1,wye,-60583.2519,-19912.7519
726,hougang_405node,fixed_load,residential,302,0,0,0,1,1,wye,-98447.7843,-32358.2219
727,hougang_405node,fixed_load,residential,303,0,1,0,0,1,wye,-53138.2612,-17465.7018
728,hougang_405node,fixed_load,residential,303,0,0,1,0,1,wye,-82659.5174,-27168.8695
729,hougang_405node,fixed_load,residential,303,0,0,0,1,1,wye,-41329.7587,-13584.4348
730,hougang_405node,fixed_load,residential,304,0,1,0,0,1,wye,-57683.3591,-18959.6033
731,hougang_405node,fixed_load,residential,304,0,0,1,0,1,wye,-107126.2384,-35210.6918
732,hougang_405node,fixed_load,residential,304,0,0,0,1,1,wye,-82404.7987,-27085.1475
733,hougang_405node,fixed_load,residential,305,0,1,0,0,1,wye,-90593.8793,-29776.7682
734,hougang_405node,fixed_load,residential,305,0,0,1,0,1,wye,-140923.8123,-46319.4171
735,hougang_405node,fixed_load,residential,305,0,0,0,1,1,wye,-70461.9061,-23159.7086
736,hougang_405node,fixed_load,residential,306,0,1,0,0,1,wye,-44256.9914,-14546.5696
737,hougang_405node,fixed_load,residential,306,0,0,1,0,1,wye,-56901.8461,-18702.7324
738,hougang_405node,fixed_load,residential,306,0,0,0,1,1,wye,-88513.9828,-29093.1392
739,hougang_405node,fixed_load,residential,307,0,1,0,0,1,wye,-80036.851,-26306.8408
740,hougang_405node,fixed_load,residential,307,0,0,1,0,1,wye,-49253.4468,-16188.8251
741,hougang_405node,fixed_load,residential,307,0,0,0,1,1,wye,-55410.1276,-18212.4282
742,hougang_405node,fixed_load,residential,310,0,1,0,0,1,wye,-94150.2443,-30945.6888
743,hougang_405node,fixed_load,residential,310,0,0,1,0,1,wye,-67250.1745,-22104.0634
744,hougang_405node,fixed_load,residential,310,0,0,0,1,1,wye,-40350.1047,-13262.4381
745,hougang_405node,fixed_load,mixed_commercial_residential,311,0,1,0,0,1,wye,-59976.8161,-19713.4261
746,hougang_405node,fixed_load,mixed_commercial_residential,311,0,0,1,0,1,wye,-77969.8609,-25627.454
747,hougang_405node,fixed_load,mixed_commercial_residential,311,0,0,0,1,1,wye,-41983.7713,-13799.3983
748,hougang_405node,fixed_load,residential,312,0,1,0,0,1,wye,-45861.2001,-15073.8475
749,hougang_405node,fixed_load,residential,312,0,0,1,0,1,wye,-72067.6001,-23687.4747
750,hougang_405node,fixed_load,residential,312,0,0,0,1,1,wye,-78619.2002,-25840.8815
751,hougang_405node,fixed_load,residential,313,0,1,0,0,1,wye,-56288.2324,-18501.0473
752,hougang_405node,fixed_load,residential,313,0,0,1,0,1,wye,-50659.4092,-16650.9426
753,hougang_405node,fixed_load,residential,313,0,0,0,1,1,wye,-61917.0556,-20351.152
754,hougang_405node,fixed_load,mixed_commercial_residential,314,0,1,0,0,1,wye,-37614.9183,-12363.4258
755,hougang_405node,fixed_load,mixed_commercial_residential,314,0,0,1,0,1,wye,-81498.9897,-26787.4225
756,hougang_405node,fixed_load,mixed_commercial_residential,314,0,0,0,1,1,wye,-68960.6836,-22666.2806
757,hougang_405node,fixed_load,residential,324,0,1,0,0,1,wye,-70831.72,-23281.2605
758,hougang_405node,fixed_load,residential,324,0,0,1,0,1,wye,-84998.0641,-27937.5126
759,hougang_405node,fixed_load,residential,324,0,0,0,1,1,wye,-56665.376,-18625.0084
760,hougang_405node,fixed_load,mixed_commercial_residential,325,0,1,0,0,1,wye,-49273.3707,-16195.3738
761,hougang_405node,fixed_load,mixed_commercial_residential,325,0,0,1,0,1,wye,-49273.3707,-16195.3738
762,hougang_405node,fixed_load,mixed_commercial_residential,325,0,0,0,1,1,wye,-65697.8276,-21593.8317
763,hougang_405node,fixed_load,industrial,327,0,1,0,0,1,wye,-5950000.0,-1955670.426
764,hougang_405node,fixed_load,industrial,327,0,0,1,0,1,wye,-4250000.0,-1396907.447
765,hougang_405node,fixed_load,industrial,327,0,0,0,1,1,wye,-2550000.0,-838144.4682
766,hougang_405node,fixed_load,industrial,351,0,1,0,0,1,wye,-119773.173,-39367.5382
767,hougang_405node,fixed_load,industrial,351,0,0,1,0,1,wye,-92133.21,-30282.7217
768,hougang_405node,fixed_load,industrial,351,0,0,0,1,1,wye,-64493.247,-21197.9052
769,hougang_405node,fixed_load,industrial,353,0,1,0,0,1,wye,-61422.14,-20188.4811
770,hougang_405node,fixed_load,industrial,353,0,0,1,0,1,wye,-36853.284,-12113.0887
771,hougang_405node,fixed_load,industrial,353,0,0,0,1,1,wye,-85990.996,-28263.8736
772,hougang_405node,fixed_load,industrial,356,0,1,0,0,1,wye,-55279.926,-18169.633
773,hougang_405node,fixed_load,industrial,356,0,0,1,0,1,wye,-73706.568,-24226.1773
774,hougang_405node,fixed_load,industrial,356,0,0,0,1,1,wye,-55279.926,-18169.633
775,hougang_405node,fixed_load,industrial,363,0,1,0,0,1,wye,-101346.531,-33310.9939
776,hougang_405node,fixed_load,industrial,363,0,0,1,0,1,wye,-110559.852,-36339.266
777,hougang_405node,fixed_load,industrial,363,0,0,0,1,1,wye,-64493.247,-21197.9052
778,hougang_405node,fixed_load,residential,370,0,1,0,0,1,wye,-84783.4261,-27866.9645
779,hougang_405node,fixed_load,residential,370,0,0,1,0,1,wye,-145343.0161,-47771.9392
780,hougang_405node,fixed_load,residential,370,0,0,0,1,1,wye,-133231.0981,-43790.9443
781,hougang_405node,fixed_load,residential,371,0,1,0,0,1,wye,-74078.5424,-24348.4394
782,hougang_405node,fixed_load,residential,371,0,0,1,0,1,wye,-74078.5424,-24348.4394
783,hougang_405node,fixed_load,residential,371,0,0,0,1,1,wye,-74078.5424,-24348.4394
784,hougang_405node,fixed_load,residential,372,0,1,0,0,1,wye,-52908.1612,-17390.0716
785,hougang_405node,fixed_load,residential,372,0,0,1,0,1,wye,-88180.2687,-28983.4527
786,hougang_405node,fixed_load,residential,372,0,0,0,1,1,wye,-123452.3762,-40576.8338
787,hougang_405node,fixed_load,residential,373,0,1,0,0,1,wye,-70544.215,-23186.7622
788,hougang_405node,fixed_load,residential,373,0,0,1,0,1,wye,-79362.2418,-26085.1074
789,hougang_405node,fixed_load,residential,373,0,0,0,1,1,wye,-114634.3493,-37678.4885
790,hougang_405node,fixed_load,residential,374,0,1,0,0,1,wye,-94621.9681,-31100.7369
791,hougang_405node,fixed_load,residential,374,0,0,1,0,1,wye,-65507.5164,-21531.2794
792,hougang_405node,fixed_load,residential,374,0,0,0,1,1,wye,-58228.9035,-19138.915
793,hougang_405node,fixed_load,residential,375,0,1,0,0,1,wye,-72748.7217,-23911.3485
794,hougang_405node,fixed_load,residential,375,0,0,1,0,1,wye,-79362.2418,-26085.1074
795,hougang_405node,fixed_load,residential,375,0,0,0,1,1,wye,-46294.6411,-15216.3127
796,hougang_405node,fixed_load,residential,376,0,1,0,0,1,wye,-72748.7217,-23911.3485
797,hougang_405node,fixed_load,residential,376,0,0,1,0,1,wye,-72748.7217,-23911.3485
798,hougang_405node,fixed_load,residential,376,0,0,0,1,1,wye,-52908.1612,-17390.0716
799,hougang_405node,fixed_load,residential,377,0,1,0,0,1,wye,-52908.1612,-17390.0716
800,hougang_405node,fixed_load,residential,377,0,0,1,0,1,wye,-79362.2418,-26085.1074
801,hougang_405node,fixed_load,residential,377,0,0,0,1,1,wye,-66135.2015,-21737.5895
802,hougang_405node,fixed_load,residential,378,0,1,0,0,1,wye,-39681.1209,-13042.5537
803,hougang_405node,fixed_load,residential,378,0,0,1,0,1,wye,-66135.2015,-21737.5895
804,hougang_405node,fixed_load,residential,378,0,0,0,1,1,wye,-92589.2821,-30432.6253
805,hougang_405node,fixed_load,residential,379,0,1,0,0,1,wye,-66135.2015,-21737.5895
806,hougang_405node,fixed_load,residential,379,0,0,1,0,1,wye,-46294.6411,-15216.3127
807,hougang_405node,fixed_load,residential,379,0,0,0,1,1,wye,-85975.762,-28258.8664
808,hougang_405node,fixed_load,residential,380,0,1,0,0,1,wye,-92864.6165,-30523.1234
809,hougang_405node,fixed_load,residential,380,0,0,1,0,1,wye,-120724.0014,-39680.0604
810,hougang_405node,fixed_load,residential,380,0,0,0,1,1,wye,-65005.2315,-21366.1864
811,hougang_405node,fixed_load,residential,382,0,1,0,0,1,wye,-66135.2015,-21737.5895
812,hougang_405node,fixed_load,residential,382,0,0,1,0,1,wye,-79362.2418,-26085.1074
813,hougang_405node,fixed_load,residential,382,0,0,0,1,1,wye,-52908.1612,-17390.0716
814,hougang_405node,fixed_load,residential,384,0,1,0,0,1,wye,-92589.2821,-30432.6253
815,hougang_405node,fixed_load,residential,384,0,0,1,0,1,wye,-66135.2015,-21737.5895
816,hougang_405node,fixed_load,residential,384,0,0,0,1,1,wye,-39681.1209,-13042.5537
817,hougang_405node,fixed_load,residential,385,0,1,0,0,1,wye,-39681.1209,-13042.5537
818,hougang_405node,fixed_load,residential,385,0,0,1,0,1,wye,-72748.7217,-23911.3485
819,hougang_405node,fixed_load,residential,385,0,0,0,1,1,wye,-85975.762,-28258.8664
820,hougang_405node,fixed_load,residential,386,0,1,0,0,1,wye,-52908.1612,-17390.0716
821,hougang_405node,fixed_load,residential,386,0,0,1,0,1,wye,-72748.7217,-23911.3485
822,hougang_405node,fixed_load,residential,386,0,0,0,1,1,wye,-72748.7217,-23911.3485
823,hougang_405node,fixed_load,residential,387,0,1,0,0,1,wye,-84998.0641,-27937.5126
824,hougang_405node,fixed_load,residential,387,0,0,1,0,1,wye,-77914.8921,-25609.3866
825,hougang_405node,fixed_load,residential,387,0,0,0,1,1,wye,-49582.204,-16296.8824
826,hougang_405node,fixed_load,residential,389,0,1,0,0,1,wye,-53483.1714,-17579.0683
827,hougang_405node,fixed_load,residential,389,0,0,1,0,1,wye,-48134.8543,-15821.1615
828,hougang_405node,fixed_load,residential,389,0,0,0,1,1,wye,-58831.4885,-19336.9752
