"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","CONRESC","25 Jul 2021","12","6.00"
"MRP","CONRESC","25 Jul 2021","13","2.00"
"MRP","CONRESC","25 Jul 2021","14","8.91"
"MRP","CONRESC","25 Jul 2021","15","7.48"
"MRP","CONRESC","25 Jul 2021","16","8.31"
"MRP","CONRESC","25 Jul 2021","17","9.09"
"MRP","CONRESC","25 Jul 2021","18","9.21"
"MRP","CONRESC","25 Jul 2021","19","10.00"
"MRP","CONRESC","25 Jul 2021","20","12.83"
"MRP","CONRESC","25 Jul 2021","21","25.01"
"MRP","CONRESC","25 Jul 2021","22","9.82"
"MRP","CONRESC","25 Jul 2021","23","3.65"
"MRP","CONRESC","25 Jul 2021","24","8.91"
"MRP","CONRESC","25 Jul 2021","25","15.00"
"MRP","CONRESC","25 Jul 2021","26","15.00"
"MRP","CONRESC","25 Jul 2021","27","15.00"
"MRP","CONRESC","25 Jul 2021","28","15.00"
"MRP","CONRESC","25 Jul 2021","29","15.00"
"MRP","CONRESC","25 Jul 2021","30","30.00"
"MRP","CONRESC","25 Jul 2021","31","30.00"
"MRP","CONRESC","25 Jul 2021","32","36.33"
"MRP","CONRESC","25 Jul 2021","33","33.32"
"MRP","CONRESC","25 Jul 2021","34","57.93"
"MRP","CONRESC","25 Jul 2021","35","57.94"
"MRP","CONRESC","25 Jul 2021","36","57.87"
"MRP","CONRESC","25 Jul 2021","37","60.39"
"MRP","CONRESC","25 Jul 2021","38","112.49"
"MRP","CONRESC","25 Jul 2021","39","112.49"
"MRP","CONRESC","25 Jul 2021","40","112.49"
"MRP","CONRESC","25 Jul 2021","41","112.49"
"MRP","CONRESC","25 Jul 2021","42","138.18"
"MRP","CONRESC","25 Jul 2021","43","112.49"
"MRP","CONRESC","25 Jul 2021","44","112.49"
"MRP","CONRESC","25 Jul 2021","45","112.49"
"MRP","CONRESC","25 Jul 2021","46","46.89"
"MRP","CONRESC","25 Jul 2021","47","112.49"
"MRP","CONRESC","25 Jul 2021","48","9.21"
"MRP","CONRESD","25 Jul 2021","1","12.89"
"MRP","CONRESD","25 Jul 2021","2","7.37"
"MRP","CONRESD","25 Jul 2021","3","7.37"
"MRP","CONRESD","25 Jul 2021","4","7.37"
"MRP","CONRESD","25 Jul 2021","5","7.37"
"MRP","CONRESD","25 Jul 2021","6","7.13"
"MRP","CONRESD","25 Jul 2021","7","4.80"
"MRP","CONRESD","25 Jul 2021","8","4.80"
"MRP","CONRESD","25 Jul 2021","9","4.80"
"MRP","CONRESD","25 Jul 2021","10","1.60"
"MRP","CONRESD","25 Jul 2021","11","4.80"
"MRP","CONRESD","25 Jul 2021","12","4.80"
"MRP","CONRESD","25 Jul 2021","13","1.60"
"MRP","CONRESD","25 Jul 2021","14","7.13"
"MRP","CONRESD","25 Jul 2021","15","5.98"
"MRP","CONRESD","25 Jul 2021","16","6.65"
"MRP","CONRESD","25 Jul 2021","17","7.27"
"MRP","CONRESD","25 Jul 2021","18","7.37"
"MRP","CONRESD","25 Jul 2021","19","8.00"
"MRP","CONRESD","25 Jul 2021","20","10.27"
"MRP","CONRESD","25 Jul 2021","21","20.00"
"MRP","CONRESD","25 Jul 2021","22","7.85"
"MRP","CONRESD","25 Jul 2021","23","2.92"
"MRP","CONRESD","25 Jul 2021","24","7.13"
"MRP","CONRESD","25 Jul 2021","25","12.00"
"MRP","CONRESD","25 Jul 2021","26","12.00"
"MRP","CONRESD","25 Jul 2021","27","12.00"
"MRP","CONRESD","25 Jul 2021","28","12.00"
"MRP","CONRESD","25 Jul 2021","29","12.00"
"MRP","CONRESD","25 Jul 2021","30","24.00"
"MRP","CONRESD","25 Jul 2021","31","24.00"
"MRP","CONRESD","25 Jul 2021","32","29.06"
"MRP","CONRESD","25 Jul 2021","33","26.65"
"MRP","CONRESD","25 Jul 2021","34","46.34"
"MRP","CONRESD","25 Jul 2021","35","46.35"
"MRP","CONRESD","25 Jul 2021","36","46.30"
"MRP","CONRESD","25 Jul 2021","37","48.31"
"MRP","CONRESD","25 Jul 2021","38","89.99"
"MRP","CONRESD","25 Jul 2021","39","89.99"
"MRP","CONRESD","25 Jul 2021","40","89.99"
"MRP","CONRESD","25 Jul 2021","41","89.99"
"MRP","CONRESD","25 Jul 2021","42","110.54"
"MRP","CONRESD","25 Jul 2021","43","89.99"
"MRP","CONRESD","25 Jul 2021","44","89.99"
"MRP","CONRESD","25 Jul 2021","45","89.99"
"MRP","CONRESD","25 Jul 2021","46","37.51"
"MRP","CONRESD","25 Jul 2021","47","89.99"
"MRP","CONRESD","25 Jul 2021","48","7.37"
"MRP","CONRESE","25 Jul 2021","1","5.37"
"MRP","CONRESE","25 Jul 2021","2","3.07"
"MRP","CONRESE","25 Jul 2021","3","3.07"
"MRP","CONRESE","25 Jul 2021","4","3.07"
"MRP","CONRESE","25 Jul 2021","5","3.07"
"MRP","CONRESE","25 Jul 2021","6","2.97"
"MRP","CONRESE","25 Jul 2021","7","2.00"
"MRP","CONRESE","25 Jul 2021","8","2.00"
"MRP","CONRESE","25 Jul 2021","9","2.00"
"MRP","CONRESE","25 Jul 2021","10","0.67"
"MRP","CONRESE","25 Jul 2021","11","2.00"
"MRP","CONRESE","25 Jul 2021","12","2.00"
"MRP","CONRESE","25 Jul 2021","13","0.67"
"MRP","CONRESE","25 Jul 2021","14","2.97"
"MRP","CONRESE","25 Jul 2021","15","2.49"
"MRP","CONRESE","25 Jul 2021","16","2.77"
"MRP","CONRESE","25 Jul 2021","17","3.03"
"MRP","CONRESE","25 Jul 2021","18","3.07"
"MRP","CONRESE","25 Jul 2021","19","3.33"
"MRP","CONRESE","25 Jul 2021","20","4.28"
"MRP","CONRESE","25 Jul 2021","21","8.34"
"MRP","CONRESE","25 Jul 2021","22","3.27"
"MRP","CONRESE","25 Jul 2021","23","1.22"
"MRP","CONRESE","25 Jul 2021","24","2.97"
"MRP","CONRESE","25 Jul 2021","25","5.00"
"MRP","CONRESE","25 Jul 2021","26","5.00"
"MRP","CONRESE","25 Jul 2021","27","5.00"
"MRP","CONRESE","25 Jul 2021","28","5.00"
"MRP","CONRESE","25 Jul 2021","29","5.00"
"MRP","CONRESE","25 Jul 2021","30","10.00"
"MRP","CONRESE","25 Jul 2021","31","10.00"
"MRP","CONRESE","25 Jul 2021","32","12.11"
"MRP","CONRESE","25 Jul 2021","33","11.11"
"MRP","CONRESE","25 Jul 2021","34","19.31"
"MRP","CONRESE","25 Jul 2021","35","19.31"
"MRP","CONRESE","25 Jul 2021","36","19.29"
"MRP","CONRESE","25 Jul 2021","37","20.13"
"MRP","CONRESE","25 Jul 2021","38","37.50"
"MRP","CONRESE","25 Jul 2021","39","37.50"
"MRP","CONRESE","25 Jul 2021","40","37.50"
"MRP","CONRESE","25 Jul 2021","41","37.50"
"MRP","CONRESE","25 Jul 2021","42","46.06"
"MRP","CONRESE","25 Jul 2021","43","37.50"
"MRP","CONRESE","25 Jul 2021","44","37.50"
"MRP","CONRESE","25 Jul 2021","45","37.50"
"MRP","CONRESE","25 Jul 2021","46","15.63"
"MRP","CONRESE","25 Jul 2021","47","37.50"
