"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Aug 2021","1","169.16","0.00","5966.579","0.000"
"USEP","01 Aug 2021","2","146.73","0.00","5869.093","0.000"
"USEP","01 Aug 2021","3","119.76","0.00","5656.591","0.000"
"USEP","01 Aug 2021","4","118.41","0.00","5589.317","0.000"
"USEP","01 Aug 2021","5","117.50","0.00","5526.511","0.000"
"USEP","01 Aug 2021","6","114.73","0.00","5474.843","0.000"
"USEP","01 Aug 2021","7","115.77","0.00","5425.958","0.000"
"USEP","01 Aug 2021","8","109.35","0.00","5393.528","0.000"
"USEP","01 Aug 2021","9","105.79","0.00","5352.039","0.000"
"USEP","01 Aug 2021","10","105.78","0.00","5345.508","0.000"
"USEP","01 Aug 2021","11","108.62","0.00","5391.123","0.000"
"USEP","01 Aug 2021","12","114.73","0.00","5434.238","0.000"
"USEP","01 Aug 2021","13","112.06","0.00","5454.411","0.000"
"USEP","01 Aug 2021","14","112.07","0.00","5479.987","0.000"
"USEP","01 Aug 2021","15","115.64","0.00","5513.738","0.000"
"USEP","01 Aug 2021","16","117.81","0.00","5570.818","0.000"
"USEP","01 Aug 2021","17","123.64","0.00","5693.175","0.000"
"USEP","01 Aug 2021","18","132.93","0.00","5812.579","0.000"
"USEP","01 Aug 2021","19","131.60","0.00","5892.611","0.000"
"USEP","01 Aug 2021","20","152.53","0.00","5966.391","0.000"
"USEP","01 Aug 2021","21","127.08","0.00","6000.256","0.000"
"USEP","01 Aug 2021","22","109.16","0.00","5999.242","0.000"
"USEP","01 Aug 2021","23","105.93","0.00","5982.687","0.000"
"USEP","01 Aug 2021","24","105.52","0.00","5963.553","0.000"
"USEP","01 Aug 2021","25","105.26","0.00","5917.312","0.000"
"USEP","01 Aug 2021","26","105.27","0.00","5911.860","0.000"
"USEP","01 Aug 2021","27","105.27","0.00","5911.492","0.000"
"USEP","01 Aug 2021","28","100.76","0.00","5897.889","0.000"
"USEP","01 Aug 2021","29","105.27","0.00","5917.083","0.000"
"USEP","01 Aug 2021","30","105.26","0.00","5893.893","0.000"
"USEP","01 Aug 2021","31","100.74","0.00","5870.395","0.000"
"USEP","01 Aug 2021","32","100.21","0.00","5863.467","0.000"
"USEP","01 Aug 2021","33","105.26","0.00","5879.754","0.000"
"USEP","01 Aug 2021","34","101.16","0.00","5882.427","0.000"
"USEP","01 Aug 2021","35","105.44","0.00","5910.219","0.000"
"USEP","01 Aug 2021","36","105.63","0.00","5922.217","0.000"
"USEP","01 Aug 2021","37","105.96","0.00","5983.244","0.000"
"USEP","01 Aug 2021","38","117.14","0.00","6094.900","0.000"
"USEP","01 Aug 2021","39","119.63","0.00","6190.672","0.000"
"USEP","01 Aug 2021","40","140.40","0.00","6239.194","0.000"
"USEP","01 Aug 2021","41","150.91","0.00","6277.209","0.000"
"USEP","01 Aug 2021","42","183.85","0.00","6324.305","0.000"
"USEP","01 Aug 2021","43","281.04","0.00","6300.385","0.000"
"USEP","01 Aug 2021","44","126.59","0.00","6219.498","0.000"
"USEP","01 Aug 2021","45","117.65","0.00","6103.766","0.000"
"USEP","01 Aug 2021","46","115.58","0.00","5999.088","0.000"
"USEP","01 Aug 2021","47","131.89","0.00","5883.158","0.000"
"USEP","01 Aug 2021","48","116.04","0.00","5698.781","0.000"
"USEP","02 Aug 2021","1","116.65","0.00","5492.700","0.000"
"USEP","02 Aug 2021","2","109.74","0.00","5386.685","0.000"
"USEP","02 Aug 2021","3","114.76","0.00","5392.192","0.000"
"USEP","02 Aug 2021","4","109.74","0.00","5342.457","0.000"
"USEP","02 Aug 2021","5","109.62","0.00","5287.170","0.000"
"USEP","02 Aug 2021","6","105.81","0.00","5255.720","0.000"
"USEP","02 Aug 2021","7","105.71","0.00","5227.978","0.000"
"USEP","02 Aug 2021","8","105.59","0.00","5213.759","0.000"
"USEP","02 Aug 2021","9","105.59","0.00","5208.451","0.000"
"USEP","02 Aug 2021","10","105.59","0.00","5234.548","0.000"
"USEP","02 Aug 2021","11","108.57","0.00","5321.180","0.000"
"USEP","02 Aug 2021","12","122.59","0.00","5479.912","0.000"
"USEP","02 Aug 2021","13","130.84","0.00","5680.332","0.000"
"USEP","02 Aug 2021","14","134.89","0.00","5855.157","0.000"
