"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Nov 2021","1","2001.07","0.00","5745.017","0.000"
"USEP","01 Nov 2021","2","1892.67","0.00","5650.318","0.000"
"USEP","01 Nov 2021","3","224.30","0.00","5474.753","0.000"
"USEP","01 Nov 2021","4","149.93","0.00","5404.542","0.000"
"USEP","01 Nov 2021","5","141.64","0.00","5358.818","0.000"
"USEP","01 Nov 2021","6","139.73","0.00","5323.919","0.000"
"USEP","01 Nov 2021","7","135.11","0.00","5295.510","0.000"
"USEP","01 Nov 2021","8","123.01","0.00","5271.987","0.000"
"USEP","01 Nov 2021","9","123.00","0.00","5272.300","0.000"
"USEP","01 Nov 2021","10","117.42","0.00","5294.854","0.000"
"USEP","01 Nov 2021","11","139.52","0.00","5384.558","0.000"
"USEP","01 Nov 2021","12","154.76","0.00","5565.898","0.000"
"USEP","01 Nov 2021","13","171.68","0.00","5758.530","0.000"
"USEP","01 Nov 2021","14","205.36","0.00","5939.433","0.000"
"USEP","01 Nov 2021","15","158.18","0.00","6133.348","0.000"
"USEP","01 Nov 2021","16","209.29","0.00","6383.667","0.000"
"USEP","01 Nov 2021","17","193.36","0.00","6605.160","0.000"
"USEP","01 Nov 2021","18","209.53","0.00","6752.903","0.000"
"USEP","01 Nov 2021","19","250.35","0.00","6845.777","0.000"
"USEP","01 Nov 2021","20","242.15","4500.00","6908.539","10.954"
"USEP","01 Nov 2021","21","561.88","0.00","6969.247","0.000"
"USEP","01 Nov 2021","22","561.88","0.00","6975.658","0.000"
"USEP","01 Nov 2021","23","232.07","0.00","6935.491","0.000"
"USEP","01 Nov 2021","24","165.04","0.00","6840.599","0.000"
"USEP","01 Nov 2021","25","165.00","0.00","6796.942","0.000"
"USEP","01 Nov 2021","26","204.47","0.00","6844.699","0.000"
"USEP","01 Nov 2021","27","331.78","0.00","6928.508","0.000"
"USEP","01 Nov 2021","28","562.08","0.00","6969.030","3.000"
"USEP","01 Nov 2021","29","1916.56","4500.00","7031.578","3.000"
"USEP","01 Nov 2021","30","1998.86","3448.56","7019.721","35.000"
"USEP","01 Nov 2021","31","1502.53","4500.00","6995.900","40.000"
"USEP","01 Nov 2021","32","331.82","4500.00","6952.919","35.000"
"USEP","01 Nov 2021","33","327.84","4500.00","6902.832","35.000"
"USEP","01 Nov 2021","34","562.08","4500.00","6836.537","35.000"
"USEP","01 Nov 2021","35","320.83","0.00","6795.913","0.000"
"USEP","01 Nov 2021","36","208.09","0.00","6716.776","0.000"
"USEP","01 Nov 2021","37","169.60","0.00","6677.568","0.000"
"USEP","01 Nov 2021","38","204.63","0.00","6713.938","0.000"
"USEP","01 Nov 2021","39","321.13","0.00","6737.973","0.000"
"USEP","01 Nov 2021","40","925.03","0.00","6736.154","0.000"
"USEP","01 Nov 2021","41","562.37","0.00","6692.418","0.000"
"USEP","01 Nov 2021","42","321.17","0.00","6634.433","0.000"
"USEP","01 Nov 2021","43","1511.38","4500.00","6545.482","3.000"
"USEP","01 Nov 2021","44","321.01","0.00","6388.877","3.000"
"USEP","01 Nov 2021","45","117.03","0.00","6225.934","0.000"
"USEP","01 Nov 2021","46","114.11","0.00","6074.528","0.000"
"USEP","01 Nov 2021","47","97.21","0.00","5939.125","0.000"
"USEP","01 Nov 2021","48","91.77","0.00","5688.667","0.000"
"USEP","02 Nov 2021","1","139.45","0.00","5449.789","0.000"
"USEP","02 Nov 2021","2","115.93","0.00","5357.913","0.000"
"USEP","02 Nov 2021","3","141.33","0.00","5418.905","0.000"
"USEP","02 Nov 2021","4","116.53","0.00","5351.636","0.000"
"USEP","02 Nov 2021","5","136.33","0.00","5308.035","0.000"
"USEP","02 Nov 2021","6","131.31","0.00","5277.837","0.000"
"USEP","02 Nov 2021","7","114.86","0.00","5253.012","0.000"
"USEP","02 Nov 2021","8","113.69","0.00","5222.794","0.000"
"USEP","02 Nov 2021","9","114.09","0.00","5225.050","0.000"
"USEP","02 Nov 2021","10","88.47","0.00","5249.617","0.000"
"USEP","02 Nov 2021","11","93.98","0.00","5335.434","0.000"
"USEP","02 Nov 2021","12","118.65","0.00","5516.665","0.000"
"USEP","02 Nov 2021","13","149.60","0.00","5698.980","0.000"
"USEP","02 Nov 2021","14","159.99","0.00","5871.493","0.000"
