linearization_type,linearization_zone_air_temperature_heat,linearization_zone_air_temperature_cool,linearization_surface_temperature,linearization_exterior_surface_temperature,linearization_internal_gain_occupancy,linearization_internal_gain_appliances,linearization_ambient_air_temperature,linearization_sky_temperature,linearization_ambient_air_humidity_ratio,linearization_zone_air_humidity_ratio,linearization_irradiation,linearization_co2_concentration,linearization_ventilation_rate_per_square_meter
linearization_1,22.0,25.0,22.0,20.0,15.0,15.0,5.0,0.0,0.0216,0.0135,100.0,500.0,0.005
