"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Jan 2021","1","79.66","0.00","5383.544","0.000"
"USEP","01 Jan 2021","2","75.59","0.00","5271.401","0.000"
"USEP","01 Jan 2021","3","75.04","0.00","5208.689","0.000"
"USEP","01 Jan 2021","4","79.39","0.00","5170.684","0.000"
"USEP","01 Jan 2021","5","75.62","0.00","5127.315","0.000"
"USEP","01 Jan 2021","6","75.45","0.00","5062.561","0.000"
"USEP","01 Jan 2021","7","65.87","0.00","5003.150","0.000"
"USEP","01 Jan 2021","8","57.75","0.00","4967.217","0.000"
"USEP","01 Jan 2021","9","56.17","0.00","4926.716","0.000"
"USEP","01 Jan 2021","10","56.17","0.00","4930.051","0.000"
"USEP","01 Jan 2021","11","56.17","0.00","4954.349","0.000"
"USEP","01 Jan 2021","12","57.75","0.00","5010.456","0.000"
"USEP","01 Jan 2021","13","65.84","0.00","5078.033","0.000"
"USEP","01 Jan 2021","14","67.91","0.00","5115.939","0.000"
"USEP","01 Jan 2021","15","58.76","0.00","5147.335","0.000"
"USEP","01 Jan 2021","16","67.32","0.00","5220.751","0.000"
"USEP","01 Jan 2021","17","67.83","0.00","5340.026","0.000"
"USEP","01 Jan 2021","18","75.59","0.00","5440.162","0.000"
"USEP","01 Jan 2021","19","75.60","0.00","5528.444","0.000"
"USEP","01 Jan 2021","20","75.68","0.00","5605.767","0.000"
"USEP","01 Jan 2021","21","75.68","0.00","5665.258","0.000"
"USEP","01 Jan 2021","22","75.68","0.00","5681.396","0.000"
"USEP","01 Jan 2021","23","75.60","0.00","5693.115","0.000"
"USEP","01 Jan 2021","24","75.60","0.00","5680.576","0.000"
"USEP","01 Jan 2021","25","75.61","0.00","5660.850","0.000"
"USEP","01 Jan 2021","26","75.60","0.00","5652.247","0.000"
"USEP","01 Jan 2021","27","75.69","0.00","5678.006","0.000"
"USEP","01 Jan 2021","28","75.68","0.00","5714.501","0.000"
"USEP","01 Jan 2021","29","75.68","0.00","5716.474","0.000"
"USEP","01 Jan 2021","30","75.68","0.00","5679.915","0.000"
"USEP","01 Jan 2021","31","75.60","0.00","5646.780","0.000"
"USEP","01 Jan 2021","32","75.60","0.00","5635.796","0.000"
"USEP","01 Jan 2021","33","75.60","0.00","5651.114","0.000"
"USEP","01 Jan 2021","34","75.60","0.00","5665.348","0.000"
"USEP","01 Jan 2021","35","75.60","0.00","5674.338","0.000"
"USEP","01 Jan 2021","36","75.68","0.00","5712.548","0.000"
"USEP","01 Jan 2021","37","75.68","0.00","5774.295","0.000"
"USEP","01 Jan 2021","38","75.71","0.00","5867.806","0.000"
"USEP","01 Jan 2021","39","76.66","0.00","5924.101","0.000"
"USEP","01 Jan 2021","40","85.38","0.00","5930.706","0.000"
"USEP","01 Jan 2021","41","81.58","0.00","5903.779","0.000"
"USEP","01 Jan 2021","42","79.54","0.00","5876.697","0.000"
"USEP","01 Jan 2021","43","78.97","0.00","5839.193","0.000"
"USEP","01 Jan 2021","44","75.69","0.00","5732.328","0.000"
"USEP","01 Jan 2021","45","70.80","0.00","5569.611","0.000"
"USEP","01 Jan 2021","46","59.15","0.00","5421.554","0.000"
"USEP","01 Jan 2021","47","75.68","0.00","5347.665","0.000"
"USEP","01 Jan 2021","48","75.60","0.00","5325.514","0.000"
"USEP","02 Jan 2021","1","75.00","0.00","5230.080","0.000"
"USEP","02 Jan 2021","2","63.43","0.00","5104.056","0.000"
"USEP","02 Jan 2021","3","55.13","0.00","4994.641","0.000"
"USEP","02 Jan 2021","4","54.27","0.00","4947.665","0.000"
"USEP","02 Jan 2021","5","54.16","0.00","4896.578","0.000"
"USEP","02 Jan 2021","6","54.03","0.00","4860.700","0.000"
"USEP","02 Jan 2021","7","53.02","0.00","4824.399","0.000"
"USEP","02 Jan 2021","8","50.39","0.00","4793.774","0.000"
"USEP","02 Jan 2021","9","50.39","0.00","4789.201","0.000"
"USEP","02 Jan 2021","10","50.39","0.00","4804.131","0.000"
"USEP","02 Jan 2021","11","53.43","0.00","4843.827","0.000"
"USEP","02 Jan 2021","12","54.26","0.00","4916.488","0.000"
"USEP","02 Jan 2021","13","54.55","0.00","5000.556","0.000"
"USEP","02 Jan 2021","14","55.03","0.00","5067.606","0.000"
"USEP","02 Jan 2021","15","56.75","0.00","5142.360","0.000"
"USEP","02 Jan 2021","16","63.94","0.00","5292.454","0.000"
"USEP","02 Jan 2021","17","69.78","0.00","5454.242","0.000"
"USEP","02 Jan 2021","18","66.70","0.00","5598.029","0.000"
"USEP","02 Jan 2021","19","75.59","0.00","5715.013","0.000"
"USEP","02 Jan 2021","20","75.67","0.00","5831.207","0.000"
"USEP","02 Jan 2021","21","75.68","0.00","5927.754","0.000"
"USEP","02 Jan 2021","22","75.69","0.00","5942.311","0.000"
"USEP","02 Jan 2021","23","75.69","0.00","5941.625","0.000"
