"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","PRIRESC","01 Feb 2021","3","1.33"
"MRP","PRIRESC","01 Feb 2021","4","1.41"
"MRP","PRIRESC","01 Feb 2021","5","1.32"
"MRP","PRIRESC","01 Feb 2021","6","3.66"
"MRP","PRIRESC","01 Feb 2021","7","1.41"
"MRP","PRIRESC","01 Feb 2021","8","1.32"
"MRP","PRIRESC","01 Feb 2021","9","1.32"
"MRP","PRIRESC","01 Feb 2021","10","1.41"
"MRP","PRIRESC","01 Feb 2021","11","1.32"
"MRP","PRIRESC","01 Feb 2021","12","0.97"
"MRP","PRIRESC","01 Feb 2021","13","1.17"
"MRP","PRIRESC","01 Feb 2021","14","1.17"
"MRP","PRIRESC","01 Feb 2021","15","1.32"
"MRP","PRIRESC","01 Feb 2021","16","0.74"
"MRP","PRIRESC","01 Feb 2021","17","0.99"
"MRP","PRIRESC","01 Feb 2021","18","0.99"
"MRP","PRIRESC","01 Feb 2021","19","0.99"
"MRP","PRIRESC","01 Feb 2021","20","0.53"
"MRP","PRIRESC","01 Feb 2021","21","0.53"
"MRP","PRIRESC","01 Feb 2021","22","0.66"
"MRP","PRIRESC","01 Feb 2021","23","0.74"
"MRP","PRIRESC","01 Feb 2021","24","0.72"
"MRP","PRIRESC","01 Feb 2021","25","0.53"
"MRP","PRIRESC","01 Feb 2021","26","0.66"
"MRP","PRIRESC","01 Feb 2021","27","0.74"
"MRP","PRIRESC","01 Feb 2021","28","0.72"
"MRP","PRIRESC","01 Feb 2021","29","0.66"
"MRP","PRIRESC","01 Feb 2021","30","0.66"
"MRP","PRIRESC","01 Feb 2021","31","0.74"
"MRP","PRIRESC","01 Feb 2021","32","0.72"
"MRP","PRIRESC","01 Feb 2021","33","0.72"
"MRP","PRIRESC","01 Feb 2021","34","0.66"
"MRP","PRIRESC","01 Feb 2021","35","0.44"
"MRP","PRIRESC","01 Feb 2021","36","0.74"
"MRP","PRIRESC","01 Feb 2021","37","0.99"
"MRP","PRIRESC","01 Feb 2021","38","0.99"
"MRP","PRIRESC","01 Feb 2021","39","1.41"
"MRP","PRIRESC","01 Feb 2021","40","0.74"
"MRP","PRIRESC","01 Feb 2021","41","0.99"
"MRP","PRIRESC","01 Feb 2021","42","0.91"
"MRP","PRIRESC","01 Feb 2021","43","0.66"
"MRP","PRIRESC","01 Feb 2021","44","0.66"
"MRP","PRIRESC","01 Feb 2021","45","0.72"
"MRP","PRIRESC","01 Feb 2021","46","0.97"
"MRP","PRIRESC","01 Feb 2021","47","1.17"
"MRP","PRIRESC","01 Feb 2021","48","1.41"
